Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.42.mixer.dt_proj.weight,Magnitude,1.0,5242,2.860751871019602,mixer.dt_proj.weight,0.0005457367170964521
backbone.layers.42.mixer.dt_proj.weight,Magnitude,5.0,26214,2.8555480552216372,mixer.dt_proj.weight,0.00010893217575423962
backbone.layers.42.mixer.dt_proj.weight,Magnitude,10.0,52428,2.861646650979916,mixer.dt_proj.weight,5.458241113488815e-05
backbone.layers.42.mixer.dt_proj.weight,Magnitude,50.0,262144,2.8998629624644914,mixer.dt_proj.weight,1.1062099313600507e-05
backbone.layers.42.mixer.dt_proj.weight,Gradient,0.001,5,2.857087525228659,mixer.dt_proj.weight,0.5714175050457319
backbone.layers.42.mixer.dt_proj.weight,Gradient,0.01,52,2.8683950963119664,mixer.dt_proj.weight,0.05516144415984551
backbone.layers.42.mixer.dt_proj.weight,Gradient,0.1,524,2.867644572009643,mixer.dt_proj.weight,0.005472604145056571
backbone.layers.42.mixer.dt_proj.weight,Gradient,1.0,5242,2.862257171422243,mixer.dt_proj.weight,0.0005460238785620456
backbone.layers.42.mixer.dt_proj.weight,Gradient,5.0,26214,2.879087762286266,mixer.dt_proj.weight,0.00010983015801809208
backbone.layers.42.mixer.dt_proj.weight,Gradient,10.0,52428,2.892028777549664,mixer.dt_proj.weight,5.516191305313314e-05
backbone.layers.42.mixer.dt_proj.weight,Gradient,50.0,262144,2.9231202751398087,mixer.dt_proj.weight,1.1150818920668826e-05
backbone.layers.42.mixer.dt_proj.weight,Hybrid,0.001,5,2.85706535850962,mixer.dt_proj.weight,0.571413071701924
backbone.layers.42.mixer.dt_proj.weight,Hybrid,0.01,52,2.8668457455933094,mixer.dt_proj.weight,0.055131648953717485
backbone.layers.42.mixer.dt_proj.weight,Hybrid,0.1,524,2.8682294252018132,mixer.dt_proj.weight,0.005473720277102697
backbone.layers.42.mixer.dt_proj.weight,Hybrid,1.0,5242,2.8652273577948413,mixer.dt_proj.weight,0.0005465904917578866
backbone.layers.42.mixer.dt_proj.weight,Hybrid,5.0,26214,2.86372726286451,mixer.dt_proj.weight,0.00010924419252554017
backbone.layers.42.mixer.dt_proj.weight,Hybrid,10.0,52428,2.8765733279287815,mixer.dt_proj.weight,5.486711924789772e-05
backbone.layers.42.mixer.dt_proj.weight,Hybrid,50.0,262144,2.900692985703548,mixer.dt_proj.weight,1.1065265600980942e-05
backbone.layers.42.mixer.dt_proj.bias,Magnitude,0.1,4,10.943981031576792,mixer.dt_proj.bias,2.735995257894198
backbone.layers.42.mixer.dt_proj.bias,Magnitude,1.0,40,17.988092690706253,mixer.dt_proj.bias,0.4497023172676563
backbone.layers.42.mixer.dt_proj.bias,Magnitude,5.0,204,18.251266439755756,mixer.dt_proj.bias,0.08946699235174391
backbone.layers.42.mixer.dt_proj.bias,Magnitude,10.0,409,19.522253076235454,mixer.dt_proj.bias,0.04773167011304512
backbone.layers.42.mixer.dt_proj.bias,Magnitude,50.0,2048,17.961980591217678,mixer.dt_proj.bias,0.008770498335555507
backbone.layers.42.mixer.dt_proj.bias,Gradient,0.1,4,3.1535594227413335,mixer.dt_proj.bias,0.7883898556853334
backbone.layers.42.mixer.dt_proj.bias,Gradient,1.0,40,9.782947689294815,mixer.dt_proj.bias,0.24457369223237038
backbone.layers.42.mixer.dt_proj.bias,Gradient,5.0,204,11.775373255213102,mixer.dt_proj.bias,0.05772241791771129
backbone.layers.42.mixer.dt_proj.bias,Gradient,10.0,409,11.529042899608612,mixer.dt_proj.bias,0.028188368947698317
backbone.layers.42.mixer.dt_proj.bias,Gradient,50.0,2048,13.588364566365877,mixer.dt_proj.bias,0.0066349436359208385
backbone.layers.42.mixer.dt_proj.bias,Hybrid,0.1,4,4.752936956783135,mixer.dt_proj.bias,1.1882342391957839
backbone.layers.42.mixer.dt_proj.bias,Hybrid,1.0,40,16.33153572678566,mixer.dt_proj.bias,0.4082883931696415
backbone.layers.42.mixer.dt_proj.bias,Hybrid,5.0,204,17.456129948298138,mixer.dt_proj.bias,0.08556926445244185
backbone.layers.42.mixer.dt_proj.bias,Hybrid,10.0,409,18.57735460003217,mixer.dt_proj.bias,0.0454214048900542
backbone.layers.42.mixer.dt_proj.bias,Hybrid,50.0,2048,17.366189529498417,mixer.dt_proj.bias,0.008479584731200399
backbone.layers.42.mixer.out_proj.weight,Magnitude,0.001,83,2.861449501166741,mixer.out_proj.weight,0.03447529519478001
backbone.layers.42.mixer.out_proj.weight,Magnitude,0.01,838,2.866751194000244,mixer.out_proj.weight,0.0034209441455850167
backbone.layers.42.mixer.out_proj.weight,Magnitude,0.1,8388,2.8819629599650702,mixer.out_proj.weight,0.0003435816595094266
backbone.layers.42.mixer.out_proj.weight,Magnitude,1.0,83886,2.8866474255919456,mixer.out_proj.weight,3.441155169625379e-05
backbone.layers.42.mixer.out_proj.weight,Magnitude,5.0,419430,2.9300206328431764,mixer.out_proj.weight,6.9857202223092684e-06
backbone.layers.42.mixer.out_proj.weight,Magnitude,10.0,838860,3.027446278681358,mixer.out_proj.weight,3.609000642158832e-06
backbone.layers.42.mixer.out_proj.weight,Magnitude,50.0,4194304,3.3912102145453296,mixer.out_proj.weight,8.085275207866024e-07
backbone.layers.42.mixer.out_proj.weight,Gradient,0.001,83,2.8565656455854573,mixer.out_proj.weight,0.03441645356127057
backbone.layers.42.mixer.out_proj.weight,Gradient,0.01,838,2.8603437965114913,mixer.out_proj.weight,0.003413298086529226
backbone.layers.42.mixer.out_proj.weight,Gradient,0.1,8388,2.8752591150502362,mixer.out_proj.weight,0.0003427824409931135
backbone.layers.42.mixer.out_proj.weight,Gradient,1.0,83886,2.8729668371379375,mixer.out_proj.weight,3.424846621769947e-05
backbone.layers.42.mixer.out_proj.weight,Gradient,5.0,419430,2.9247978714605174,mixer.out_proj.weight,6.973268176955672e-06
backbone.layers.42.mixer.out_proj.weight,Gradient,10.0,838860,2.9676282045741877,mixer.out_proj.weight,3.537691872987373e-06
backbone.layers.42.mixer.out_proj.weight,Gradient,50.0,4194304,3.229396067559719,mixer.out_proj.weight,7.699480217837618e-07
backbone.layers.42.mixer.out_proj.weight,Hybrid,0.001,83,2.8655446618795395,mixer.out_proj.weight,0.03452463448047638
backbone.layers.42.mixer.out_proj.weight,Hybrid,0.01,838,2.8659262682000795,mixer.out_proj.weight,0.0034199597472554647
backbone.layers.42.mixer.out_proj.weight,Hybrid,0.1,8388,2.8883898047109446,mixer.out_proj.weight,0.0003443478546388823
backbone.layers.42.mixer.out_proj.weight,Hybrid,1.0,83886,2.9102381182213626,mixer.out_proj.weight,3.469277493528554e-05
backbone.layers.42.mixer.out_proj.weight,Hybrid,5.0,419430,3.0016235932707787,mixer.out_proj.weight,7.15643514596185e-06
backbone.layers.42.mixer.out_proj.weight,Hybrid,10.0,838860,3.1104682882626853,mixer.out_proj.weight,3.7079706843367014e-06
backbone.layers.42.mixer.out_proj.weight,Hybrid,50.0,4194304,3.4077297846476235,mixer.out_proj.weight,8.1246609321776e-07
backbone.layers.43.norm.weight,Magnitude,0.1,2,2.865224921454986,norm.weight,1.432612460727493
backbone.layers.43.norm.weight,Magnitude,1.0,20,2.8966803637643657,norm.weight,0.14483401818821828
backbone.layers.43.norm.weight,Magnitude,5.0,102,2.948282985637585,norm.weight,0.028904735153309657
backbone.layers.43.norm.weight,Magnitude,10.0,204,2.9574757205943265,norm.weight,0.014497430002913364
backbone.layers.43.norm.weight,Magnitude,50.0,1024,3.300624907016754,norm.weight,0.003223266510758549
backbone.layers.43.norm.weight,Gradient,0.1,2,2.9239018447697163,norm.weight,1.4619509223848581
backbone.layers.43.norm.weight,Gradient,1.0,20,2.9669506984452405,norm.weight,0.14834753492226202
backbone.layers.43.norm.weight,Gradient,5.0,102,3.0853060061732926,norm.weight,0.030248098099738163
backbone.layers.43.norm.weight,Gradient,10.0,204,3.1660865793625512,norm.weight,0.015520032251777212
backbone.layers.43.norm.weight,Gradient,50.0,1024,3.8962248166402182,norm.weight,0.003804907047500213
backbone.layers.43.norm.weight,Hybrid,0.1,2,2.897878928730885,norm.weight,1.4489394643654425
backbone.layers.43.norm.weight,Hybrid,1.0,20,3.0003121520082154,norm.weight,0.15001560760041077
backbone.layers.43.norm.weight,Hybrid,5.0,102,3.1656244210898876,norm.weight,0.031035533540096936
backbone.layers.43.norm.weight,Hybrid,10.0,204,3.1982891286412873,norm.weight,0.015677887885496507
backbone.layers.43.norm.weight,Hybrid,50.0,1024,3.811108843733867,norm.weight,0.0037217859802088546
backbone.layers.43.mixer.A_log,Magnitude,0.01,6,2.8815042227506638,mixer.A_log,0.4802507037917773
backbone.layers.43.mixer.A_log,Magnitude,0.1,65,9.8405377343297,mixer.A_log,0.15139288822045693
backbone.layers.43.mixer.A_log,Magnitude,1.0,655,18.76047878464063,mixer.A_log,0.028641952342962792
backbone.layers.43.mixer.A_log,Magnitude,5.0,3276,18.387433387339115,mixer.A_log,0.005612769654254919
backbone.layers.43.mixer.A_log,Magnitude,10.0,6553,19.122785719732445,mixer.A_log,0.002918172702538142
backbone.layers.43.mixer.A_log,Magnitude,50.0,32768,15.321196747322878,mixer.A_log,0.0004675658187049218
backbone.layers.43.mixer.A_log,Gradient,0.01,6,3.1091415137052536,mixer.A_log,0.5181902522842089
backbone.layers.43.mixer.A_log,Gradient,0.1,65,5.19660052160422,mixer.A_log,0.07994770033237263
backbone.layers.43.mixer.A_log,Gradient,1.0,655,8.553826476136843,mixer.A_log,0.013059277062804341
backbone.layers.43.mixer.A_log,Gradient,5.0,3276,10.238893277943134,mixer.A_log,0.00312542529851744
backbone.layers.43.mixer.A_log,Gradient,10.0,6553,10.940649889409542,mixer.A_log,0.001669563541799106
backbone.layers.43.mixer.A_log,Gradient,50.0,32768,11.512037619948387,mixer.A_log,0.00035131950744471396
backbone.layers.43.mixer.A_log,Hybrid,0.01,6,3.042387180030346,mixer.A_log,0.5070645300050577
backbone.layers.43.mixer.A_log,Hybrid,0.1,65,6.942979651192824,mixer.A_log,0.10681507155681268
backbone.layers.43.mixer.A_log,Hybrid,1.0,655,18.515009202063084,mixer.A_log,0.028267189621470356
backbone.layers.43.mixer.A_log,Hybrid,5.0,3276,19.74223338564237,mixer.A_log,0.0060263227672901
backbone.layers.43.mixer.A_log,Hybrid,10.0,6553,17.557627168794472,mixer.A_log,0.00267932659374248
backbone.layers.43.mixer.A_log,Hybrid,50.0,32768,14.805910410980383,mixer.A_log,0.0004518405276788447
backbone.layers.43.mixer.D,Magnitude,0.1,4,2.857128949215015,mixer.D,0.7142822373037537
backbone.layers.43.mixer.D,Magnitude,1.0,40,2.8573005435367427,mixer.D,0.07143251358841857
backbone.layers.43.mixer.D,Magnitude,5.0,204,2.856830788155397,mixer.D,0.014004072490957828
backbone.layers.43.mixer.D,Magnitude,10.0,409,2.8572919045885405,mixer.D,0.006986043776500099
backbone.layers.43.mixer.D,Magnitude,50.0,2048,2.8575322031974792,mixer.D,0.0013952793960925192
backbone.layers.43.mixer.D,Gradient,0.1,4,2.8570251862208047,mixer.D,0.7142562965552012
backbone.layers.43.mixer.D,Gradient,1.0,40,2.8573296243945756,mixer.D,0.07143324060986439
backbone.layers.43.mixer.D,Gradient,5.0,204,2.857617273926735,mixer.D,0.014007927813366348
backbone.layers.43.mixer.D,Gradient,10.0,409,2.8582258000969887,mixer.D,0.00698832713960144
backbone.layers.43.mixer.D,Gradient,50.0,2048,2.857873495668173,mixer.D,0.001395446042806725
backbone.layers.43.mixer.D,Hybrid,0.1,4,2.856784467895826,mixer.D,0.7141961169739565
backbone.layers.43.mixer.D,Hybrid,1.0,40,2.8568500876426697,mixer.D,0.07142125219106674
backbone.layers.43.mixer.D,Hybrid,5.0,204,2.8570355835060277,mixer.D,0.01400507638973543
backbone.layers.43.mixer.D,Hybrid,10.0,409,2.8571235785881677,mixer.D,0.006985632221486963
backbone.layers.43.mixer.D,Hybrid,50.0,2048,2.8576009770234427,mixer.D,0.001395312977062228
backbone.layers.43.mixer.conv1d.weight,Magnitude,0.01,1,2.8580478889246783,mixer.conv1d.weight,2.8580478889246783
backbone.layers.43.mixer.conv1d.weight,Magnitude,0.1,16,2.8627568433682122,mixer.conv1d.weight,0.17892230271051326
backbone.layers.43.mixer.conv1d.weight,Magnitude,1.0,163,2.907337794701258,mixer.conv1d.weight,0.017836428188351277
backbone.layers.43.mixer.conv1d.weight,Magnitude,5.0,819,3.032129923502604,mixer.conv1d.weight,0.0037022343388310184
backbone.layers.43.mixer.conv1d.weight,Magnitude,10.0,1638,3.211382215221723,mixer.conv1d.weight,0.001960550802943665
backbone.layers.43.mixer.conv1d.weight,Magnitude,50.0,8192,5.124829928080241,mixer.conv1d.weight,0.0006255895908301076
backbone.layers.43.mixer.conv1d.weight,Gradient,0.01,1,2.8806430362164974,mixer.conv1d.weight,2.8806430362164974
backbone.layers.43.mixer.conv1d.weight,Gradient,0.1,16,2.9676950685679913,mixer.conv1d.weight,0.18548094178549945
backbone.layers.43.mixer.conv1d.weight,Gradient,1.0,163,2.971144001930952,mixer.conv1d.weight,0.01822787731245983
backbone.layers.43.mixer.conv1d.weight,Gradient,5.0,819,3.1032270217935243,mixer.conv1d.weight,0.003789043982653876
backbone.layers.43.mixer.conv1d.weight,Gradient,10.0,1638,3.1846109156807265,mixer.conv1d.weight,0.0019442069082299918
backbone.layers.43.mixer.conv1d.weight,Gradient,50.0,8192,4.0586089715361595,mixer.conv1d.weight,0.0004954356654707226
backbone.layers.43.mixer.conv1d.weight,Hybrid,0.01,1,2.8806430362164974,mixer.conv1d.weight,2.8806430362164974
backbone.layers.43.mixer.conv1d.weight,Hybrid,0.1,16,2.907145582139492,mixer.conv1d.weight,0.18169659888371825
backbone.layers.43.mixer.conv1d.weight,Hybrid,1.0,163,3.0669965781271458,mixer.conv1d.weight,0.018815929927160403
backbone.layers.43.mixer.conv1d.weight,Hybrid,5.0,819,3.3786314191917577,mixer.conv1d.weight,0.004125313088146224
backbone.layers.43.mixer.conv1d.weight,Hybrid,10.0,1638,3.728861062477032,mixer.conv1d.weight,0.0022764719551141835
backbone.layers.43.mixer.conv1d.weight,Hybrid,50.0,8192,5.125988359252612,mixer.conv1d.weight,0.0006257310008853286
backbone.layers.43.mixer.conv1d.bias,Magnitude,0.1,4,2.854841962456703,mixer.conv1d.bias,0.7137104906141758
backbone.layers.43.mixer.conv1d.bias,Magnitude,1.0,40,3.0012104685107865,mixer.conv1d.bias,0.07503026171276966
backbone.layers.43.mixer.conv1d.bias,Magnitude,5.0,204,3.014500416815281,mixer.conv1d.bias,0.014776962827525887
backbone.layers.43.mixer.conv1d.bias,Magnitude,10.0,409,3.1205675999323526,mixer.conv1d.bias,0.0076297496330864365
backbone.layers.43.mixer.conv1d.bias,Magnitude,50.0,2048,3.3261211973925433,mixer.conv1d.bias,0.0016240826159143278
backbone.layers.43.mixer.conv1d.bias,Gradient,0.1,4,3.2607785910367966,mixer.conv1d.bias,0.8151946477591991
backbone.layers.43.mixer.conv1d.bias,Gradient,1.0,40,3.260584030300379,mixer.conv1d.bias,0.08151460075750946
backbone.layers.43.mixer.conv1d.bias,Gradient,5.0,204,3.204404147962729,mixer.conv1d.bias,0.015707863470405533
backbone.layers.43.mixer.conv1d.bias,Gradient,10.0,409,3.108789956818024,mixer.conv1d.bias,0.007600953439652871
backbone.layers.43.mixer.conv1d.bias,Gradient,50.0,2048,2.9328648733596006,mixer.conv1d.bias,0.0014320629264451175
backbone.layers.43.mixer.conv1d.bias,Hybrid,0.1,4,3.299724370241165,mixer.conv1d.bias,0.8249310925602913
backbone.layers.43.mixer.conv1d.bias,Hybrid,1.0,40,2.998913494249185,mixer.conv1d.bias,0.07497283735622963
backbone.layers.43.mixer.conv1d.bias,Hybrid,5.0,204,2.985269563893477,mixer.conv1d.bias,0.014633674332811162
backbone.layers.43.mixer.conv1d.bias,Hybrid,10.0,409,3.0368225748340287,mixer.conv1d.bias,0.007424994070498848
backbone.layers.43.mixer.conv1d.bias,Hybrid,50.0,2048,3.259496203313271,mixer.conv1d.bias,0.0015915508805240581
backbone.layers.43.mixer.in_proj.weight,Magnitude,0.001,167,2.852413382381201,mixer.in_proj.weight,0.01708031965497725
backbone.layers.43.mixer.in_proj.weight,Magnitude,0.01,1677,2.849610229333242,mixer.in_proj.weight,0.0016992309059828514
backbone.layers.43.mixer.in_proj.weight,Magnitude,0.1,16777,2.850421811143557,mixer.in_proj.weight,0.00016990056691563193
backbone.layers.43.mixer.in_proj.weight,Magnitude,1.0,167772,2.916633889079094,mixer.in_proj.weight,1.738450926900254e-05
backbone.layers.43.mixer.in_proj.weight,Magnitude,5.0,838860,3.425423238426447,mixer.in_proj.weight,4.083426600894604e-06
backbone.layers.43.mixer.in_proj.weight,Magnitude,10.0,1677721,3.801246321449677,mixer.in_proj.weight,2.265720177222361e-06
backbone.layers.43.mixer.in_proj.weight,Magnitude,50.0,8388608,4.573097993930181,mixer.in_proj.weight,5.451557629025198e-07
backbone.layers.43.mixer.in_proj.weight,Gradient,0.001,167,2.86153378089269,mixer.in_proj.weight,0.017134932819716706
backbone.layers.43.mixer.in_proj.weight,Gradient,0.01,1677,2.860327339420716,mixer.in_proj.weight,0.0017056215500421681
backbone.layers.43.mixer.in_proj.weight,Gradient,0.1,16777,2.8604774052898088,mixer.in_proj.weight,0.00017049993474934784
backbone.layers.43.mixer.in_proj.weight,Gradient,1.0,167772,2.888785211990277,mixer.in_proj.weight,1.7218518060166635e-05
backbone.layers.43.mixer.in_proj.weight,Gradient,5.0,838860,3.006713149448236,mixer.in_proj.weight,3.5842848025275205e-06
backbone.layers.43.mixer.in_proj.weight,Gradient,10.0,1677721,3.127652487407128,mixer.in_proj.weight,1.8642268216271524e-06
backbone.layers.43.mixer.in_proj.weight,Gradient,50.0,8388608,4.34148737291495,mixer.in_proj.weight,5.175456253188789e-07
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.001,167,2.853438535084327,mixer.in_proj.weight,0.017086458293918128
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.01,1677,2.851599453637997,mixer.in_proj.weight,0.0017004170862480604
backbone.layers.43.mixer.in_proj.weight,Hybrid,0.1,16777,2.8463678235809007,mixer.in_proj.weight,0.00016965892731602198
backbone.layers.43.mixer.in_proj.weight,Hybrid,1.0,167772,2.9338405492405095,mixer.in_proj.weight,1.7487069053480375e-05
backbone.layers.43.mixer.in_proj.weight,Hybrid,5.0,838860,3.623827163130045,mixer.in_proj.weight,4.319942735533993e-06
backbone.layers.43.mixer.in_proj.weight,Hybrid,10.0,1677721,3.841968819499016,mixer.in_proj.weight,2.2899926862088606e-06
backbone.layers.43.mixer.in_proj.weight,Hybrid,50.0,8388608,4.700502949456374,mixer.in_proj.weight,5.603436171360462e-07
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.001,6,2.860609049598376,mixer.x_proj.weight,0.4767681749330626
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.01,65,2.8570100578169026,mixer.x_proj.weight,0.04395400088949081
backbone.layers.43.mixer.x_proj.weight,Magnitude,0.1,655,2.875839297970136,mixer.x_proj.weight,0.00439059434804601
backbone.layers.43.mixer.x_proj.weight,Magnitude,1.0,6553,2.959519699215889,mixer.x_proj.weight,0.0004516282159645794
backbone.layers.43.mixer.x_proj.weight,Magnitude,5.0,32768,2.9620255852739015,mixer.x_proj.weight,9.039384720684514e-05
backbone.layers.43.mixer.x_proj.weight,Magnitude,10.0,65536,2.9527297591169677,mixer.x_proj.weight,4.5055080552932246e-05
backbone.layers.43.mixer.x_proj.weight,Magnitude,50.0,327680,3.355986513197422,mixer.x_proj.weight,1.0241658060294867e-05
backbone.layers.43.mixer.x_proj.weight,Gradient,0.001,6,2.859403179337581,mixer.x_proj.weight,0.4765671965562635
backbone.layers.43.mixer.x_proj.weight,Gradient,0.01,65,2.860269016275803,mixer.x_proj.weight,0.04400413871193543
backbone.layers.43.mixer.x_proj.weight,Gradient,0.1,655,2.8712132995327315,mixer.x_proj.weight,0.0043835317550118035
backbone.layers.43.mixer.x_proj.weight,Gradient,1.0,6553,3.0193911666671434,mixer.x_proj.weight,0.0004607647133629091
backbone.layers.43.mixer.x_proj.weight,Gradient,5.0,32768,2.964570147295793,mixer.x_proj.weight,9.047150107714212e-05
backbone.layers.43.mixer.x_proj.weight,Gradient,10.0,65536,3.001967472334703,mixer.x_proj.weight,4.580638843284154e-05
backbone.layers.43.mixer.x_proj.weight,Gradient,50.0,327680,3.517101004719734,mixer.x_proj.weight,1.0733340468505049e-05
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.001,6,2.8593576289713383,mixer.x_proj.weight,0.47655960482855636
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.01,65,2.8574928591648736,mixer.x_proj.weight,0.04396142860253652
backbone.layers.43.mixer.x_proj.weight,Hybrid,0.1,655,2.8793122184773288,mixer.x_proj.weight,0.00439589651675928
backbone.layers.43.mixer.x_proj.weight,Hybrid,1.0,6553,2.9486428014934063,mixer.x_proj.weight,0.0004499683811221435
backbone.layers.43.mixer.x_proj.weight,Hybrid,5.0,32768,2.9686955424646535,mixer.x_proj.weight,9.059739814650432e-05
backbone.layers.43.mixer.x_proj.weight,Hybrid,10.0,65536,2.946672340234121,mixer.x_proj.weight,4.496265167593568e-05
backbone.layers.43.mixer.x_proj.weight,Hybrid,50.0,327680,3.4226221702992916,mixer.x_proj.weight,1.0445013947446568e-05
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.001,5,2.856501616537571,mixer.dt_proj.weight,0.5713003233075142
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.01,52,2.8624576702713966,mixer.dt_proj.weight,0.05504726288983455
backbone.layers.43.mixer.dt_proj.weight,Magnitude,0.1,524,2.8729863464832306,mixer.dt_proj.weight,0.005482798371151203
backbone.layers.43.mixer.dt_proj.weight,Magnitude,1.0,5242,3.005484809478124,mixer.dt_proj.weight,0.0005733469686146745
backbone.layers.43.mixer.dt_proj.weight,Magnitude,5.0,26214,3.31737041225036,mixer.dt_proj.weight,0.0001265495693999527
backbone.layers.43.mixer.dt_proj.weight,Magnitude,10.0,52428,3.945913461347421,mixer.dt_proj.weight,7.526347488646183e-05
backbone.layers.43.mixer.dt_proj.weight,Magnitude,50.0,262144,3.5805561877787113,mixer.dt_proj.weight,1.3658737898936124e-05
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.001,5,2.8653045234580836,mixer.dt_proj.weight,0.5730609046916167
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.01,52,2.8827828069527945,mixer.dt_proj.weight,0.05543813090293836
backbone.layers.43.mixer.dt_proj.weight,Gradient,0.1,524,2.8767478615045547,mixer.dt_proj.weight,0.0054899768349323565
backbone.layers.43.mixer.dt_proj.weight,Gradient,1.0,5242,2.8898924477398396,mixer.dt_proj.weight,0.0005512957740823807
backbone.layers.43.mixer.dt_proj.weight,Gradient,5.0,26214,2.9621890832980475,mixer.dt_proj.weight,0.00011300027021050002
backbone.layers.43.mixer.dt_proj.weight,Gradient,10.0,52428,2.9621966928243637,mixer.dt_proj.weight,5.6500280247660864e-05
backbone.layers.43.mixer.dt_proj.weight,Gradient,50.0,262144,4.73637534181277,mixer.dt_proj.weight,1.8067838065386848e-05
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.001,5,2.8675013072788715,mixer.dt_proj.weight,0.5735002614557743
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.01,52,2.884548358619213,mixer.dt_proj.weight,0.055472083819600254
backbone.layers.43.mixer.dt_proj.weight,Hybrid,0.1,524,2.899239412198464,mixer.dt_proj.weight,0.005532899641600122
backbone.layers.43.mixer.dt_proj.weight,Hybrid,1.0,5242,3.067074647794167,mixer.dt_proj.weight,0.00058509627008664
backbone.layers.43.mixer.dt_proj.weight,Hybrid,5.0,26214,3.364920591314634,mixer.dt_proj.weight,0.00012836349245878668
backbone.layers.43.mixer.dt_proj.weight,Hybrid,10.0,52428,3.9708872797588506,mixer.dt_proj.weight,7.5739819938942e-05
backbone.layers.43.mixer.dt_proj.weight,Hybrid,50.0,262144,3.5881071761250496,mixer.dt_proj.weight,1.3687542633533667e-05
backbone.layers.43.mixer.dt_proj.bias,Magnitude,0.1,4,8.632821162541708,mixer.dt_proj.bias,2.158205290635427
backbone.layers.43.mixer.dt_proj.bias,Magnitude,1.0,40,14.680416107177734,mixer.dt_proj.bias,0.36701040267944335
backbone.layers.43.mixer.dt_proj.bias,Magnitude,5.0,204,14.467197661598524,mixer.dt_proj.bias,0.0709176355960712
backbone.layers.43.mixer.dt_proj.bias,Magnitude,10.0,409,14.522569393118223,mixer.dt_proj.bias,0.03550750462865091
backbone.layers.43.mixer.dt_proj.bias,Magnitude,50.0,2048,13.040659094850222,mixer.dt_proj.bias,0.006367509323657335
backbone.layers.43.mixer.dt_proj.bias,Gradient,0.1,4,4.37761702388525,mixer.dt_proj.bias,1.0944042559713125
backbone.layers.43.mixer.dt_proj.bias,Gradient,1.0,40,8.883099471529325,mixer.dt_proj.bias,0.22207748678823314
backbone.layers.43.mixer.dt_proj.bias,Gradient,5.0,204,10.60667103032271,mixer.dt_proj.bias,0.051993485442758385
backbone.layers.43.mixer.dt_proj.bias,Gradient,10.0,409,11.260352497299513,mixer.dt_proj.bias,0.027531424198776314
backbone.layers.43.mixer.dt_proj.bias,Gradient,50.0,2048,12.070689514279366,mixer.dt_proj.bias,0.0058938913643942215
backbone.layers.43.mixer.dt_proj.bias,Hybrid,0.1,4,3.986169437567393,mixer.dt_proj.bias,0.9965423593918482
backbone.layers.43.mixer.dt_proj.bias,Hybrid,1.0,40,13.199053704738617,mixer.dt_proj.bias,0.3299763426184654
backbone.layers.43.mixer.dt_proj.bias,Hybrid,5.0,204,13.721173197031021,mixer.dt_proj.bias,0.06726065292662266
backbone.layers.43.mixer.dt_proj.bias,Hybrid,10.0,409,13.294846177101135,mixer.dt_proj.bias,0.03250573637433041
backbone.layers.43.mixer.dt_proj.bias,Hybrid,50.0,2048,13.453783815105757,mixer.dt_proj.bias,0.006569230378469608
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.001,83,2.85730371500055,mixer.out_proj.weight,0.03442534596386205
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.01,838,2.8604821984966597,mixer.out_proj.weight,0.0034134632440294267
backbone.layers.43.mixer.out_proj.weight,Magnitude,0.1,8388,2.8697446485360465,mixer.out_proj.weight,0.00034212501770816006
backbone.layers.43.mixer.out_proj.weight,Magnitude,1.0,83886,2.9134469466904798,mixer.out_proj.weight,3.473102718797511e-05
backbone.layers.43.mixer.out_proj.weight,Magnitude,5.0,419430,2.9526156336069107,mixer.out_proj.weight,7.039590953453284e-06
backbone.layers.43.mixer.out_proj.weight,Magnitude,10.0,838860,3.0617156897981963,mixer.out_proj.weight,3.6498530026442985e-06
backbone.layers.43.mixer.out_proj.weight,Magnitude,50.0,4194304,3.4509904185930886,mixer.out_proj.weight,8.227802320940706e-07
backbone.layers.43.mixer.out_proj.weight,Gradient,0.001,83,2.858020931482315,mixer.out_proj.weight,0.034433987126292954
backbone.layers.43.mixer.out_proj.weight,Gradient,0.01,838,2.8714486807584763,mixer.out_proj.weight,0.00342654973837527
backbone.layers.43.mixer.out_proj.weight,Gradient,0.1,8388,2.8936881187061467,mixer.out_proj.weight,0.00034497950866787635
backbone.layers.43.mixer.out_proj.weight,Gradient,1.0,83886,2.9280442905922732,mixer.out_proj.weight,3.490504125351398e-05
backbone.layers.43.mixer.out_proj.weight,Gradient,5.0,419430,2.9872650305430093,mixer.out_proj.weight,7.122201632079272e-06
