Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.9.mixer.conv1d.weight,Magnitude,5.0,819,2.85720706731081,mixer.conv1d.weight,0.003488653317839817
backbone.layers.9.mixer.conv1d.weight,Magnitude,10.0,1638,2.866750897218784,mixer.conv1d.weight,0.0017501531729052404
backbone.layers.9.mixer.conv1d.weight,Magnitude,50.0,8192,2.954462807625532,mixer.conv1d.weight,0.0003606521981964761
backbone.layers.9.mixer.conv1d.weight,Gradient,0.01,1,2.857478423664967,mixer.conv1d.weight,2.857478423664967
backbone.layers.9.mixer.conv1d.weight,Gradient,0.1,16,2.8590168468654156,mixer.conv1d.weight,0.17868855292908847
backbone.layers.9.mixer.conv1d.weight,Gradient,1.0,163,2.9901002248128257,mixer.conv1d.weight,0.018344173158360892
backbone.layers.9.mixer.conv1d.weight,Gradient,5.0,819,3.0457463103036084,mixer.conv1d.weight,0.0037188599637406694
backbone.layers.9.mixer.conv1d.weight,Gradient,10.0,1638,3.2798700431982675,mixer.conv1d.weight,0.002002362663735206
backbone.layers.9.mixer.conv1d.weight,Gradient,50.0,8192,3.3172745319704213,mixer.conv1d.weight,0.00040494073876592057
backbone.layers.9.mixer.conv1d.weight,Hybrid,0.01,1,2.857478423664967,mixer.conv1d.weight,2.857478423664967
backbone.layers.9.mixer.conv1d.weight,Hybrid,0.1,16,2.8571606340507665,mixer.conv1d.weight,0.1785725396281729
backbone.layers.9.mixer.conv1d.weight,Hybrid,1.0,163,2.847870803127686,mixer.conv1d.weight,0.01747160001918826
backbone.layers.9.mixer.conv1d.weight,Hybrid,5.0,819,3.0208460576832294,mixer.conv1d.weight,0.003688456724887948
backbone.layers.9.mixer.conv1d.weight,Hybrid,10.0,1638,3.038029429813226,mixer.conv1d.weight,0.0018547188216197963
backbone.layers.9.mixer.conv1d.weight,Hybrid,50.0,8192,2.9759885407984257,mixer.conv1d.weight,0.0003632798511716828
backbone.layers.9.mixer.conv1d.bias,Magnitude,0.1,4,2.853853447983662,mixer.conv1d.bias,0.7134633619959155
backbone.layers.9.mixer.conv1d.bias,Magnitude,1.0,40,2.8526303730905056,mixer.conv1d.bias,0.07131575932726264
backbone.layers.9.mixer.conv1d.bias,Magnitude,5.0,204,2.8629801236093044,mixer.conv1d.bias,0.014034216292202473
backbone.layers.9.mixer.conv1d.bias,Magnitude,10.0,409,2.8844374430676303,mixer.conv1d.bias,0.007052414286228925
backbone.layers.9.mixer.conv1d.bias,Magnitude,50.0,2048,3.0158819469312825,mixer.conv1d.bias,0.0014725986069000403
backbone.layers.9.mixer.conv1d.bias,Gradient,0.1,4,2.858159016817808,mixer.conv1d.bias,0.714539754204452
backbone.layers.9.mixer.conv1d.bias,Gradient,1.0,40,2.850092044721047,mixer.conv1d.bias,0.07125230111802618
backbone.layers.9.mixer.conv1d.bias,Gradient,5.0,204,2.853284048537413,mixer.conv1d.bias,0.0139866865124383
backbone.layers.9.mixer.conv1d.bias,Gradient,10.0,409,2.8574999508758387,mixer.conv1d.bias,0.0069865524471291905
backbone.layers.9.mixer.conv1d.bias,Gradient,50.0,2048,2.8327043739457927,mixer.conv1d.bias,0.001383156432590719
backbone.layers.9.mixer.conv1d.bias,Hybrid,0.1,4,2.8424006005128226,mixer.conv1d.bias,0.7106001501282057
backbone.layers.9.mixer.conv1d.bias,Hybrid,1.0,40,2.853356283158064,mixer.conv1d.bias,0.0713339070789516
backbone.layers.9.mixer.conv1d.bias,Hybrid,5.0,204,2.8607555367052555,mixer.conv1d.bias,0.014023311454437528
backbone.layers.9.mixer.conv1d.bias,Hybrid,10.0,409,2.875351241479317,mixer.conv1d.bias,0.007030198634423759
backbone.layers.9.mixer.conv1d.bias,Hybrid,50.0,2048,2.9918563179671764,mixer.conv1d.bias,0.0014608673427574104
backbone.layers.9.mixer.in_proj.weight,Magnitude,0.001,167,2.868348691612482,mixer.in_proj.weight,0.017175740668338216
backbone.layers.9.mixer.in_proj.weight,Magnitude,0.01,1677,2.87062643840909,mixer.in_proj.weight,0.0017117629328617114
backbone.layers.9.mixer.in_proj.weight,Magnitude,0.1,16777,3.8247127135594687,mixer.in_proj.weight,0.00022797357772900214
backbone.layers.9.mixer.in_proj.weight,Magnitude,1.0,167772,4.108413216968377,mixer.in_proj.weight,2.4488074392439603e-05
backbone.layers.9.mixer.in_proj.weight,Magnitude,5.0,838860,4.555133168896039,mixer.in_proj.weight,5.430147067324749e-06
backbone.layers.9.mixer.in_proj.weight,Magnitude,10.0,1677721,4.655532047152519,mixer.in_proj.weight,2.774914331496428e-06
backbone.layers.9.mixer.in_proj.weight,Magnitude,50.0,8388608,4.392946742475033,mixer.in_proj.weight,5.236800602048675e-07
backbone.layers.9.mixer.in_proj.weight,Gradient,0.001,167,2.8564647833506265,mixer.in_proj.weight,0.017104579541021715
backbone.layers.9.mixer.in_proj.weight,Gradient,0.01,1677,2.8757849199076495,mixer.in_proj.weight,0.0017148389504517887
backbone.layers.9.mixer.in_proj.weight,Gradient,0.1,16777,2.881468870987495,mixer.in_proj.weight,0.00017175113971434075
backbone.layers.9.mixer.in_proj.weight,Gradient,1.0,167772,2.8953534613053002,mixer.in_proj.weight,1.7257667914224665e-05
backbone.layers.9.mixer.in_proj.weight,Gradient,5.0,838860,2.979957014322281,mixer.in_proj.weight,3.5523889735143898e-06
backbone.layers.9.mixer.in_proj.weight,Gradient,10.0,1677721,4.8677637080351515,mixer.in_proj.weight,2.9014143043063486e-06
backbone.layers.9.mixer.in_proj.weight,Gradient,50.0,8388608,4.551941677927971,mixer.in_proj.weight,5.426337335023845e-07
backbone.layers.9.mixer.in_proj.weight,Hybrid,0.001,167,2.8713721819221973,mixer.in_proj.weight,0.01719384540073172
backbone.layers.9.mixer.in_proj.weight,Hybrid,0.01,1677,2.8752557511130967,mixer.in_proj.weight,0.0017145234055534267
backbone.layers.9.mixer.in_proj.weight,Hybrid,0.1,16777,3.874905191361904,mixer.in_proj.weight,0.0002309653210563214
backbone.layers.9.mixer.in_proj.weight,Hybrid,1.0,167772,4.199081803361575,mixer.in_proj.weight,2.5028501796256675e-05
backbone.layers.9.mixer.in_proj.weight,Hybrid,5.0,838860,4.591962012151877,mixer.in_proj.weight,5.474050511589392e-06
backbone.layers.9.mixer.in_proj.weight,Hybrid,10.0,1677721,4.670871086418629,mixer.in_proj.weight,2.784057114632665e-06
backbone.layers.9.mixer.in_proj.weight,Hybrid,50.0,8388608,4.44490393747886,mixer.in_proj.weight,5.298738405083251e-07
backbone.layers.9.mixer.x_proj.weight,Magnitude,0.001,6,2.8560220835109553,mixer.x_proj.weight,0.47600368058515924
backbone.layers.9.mixer.x_proj.weight,Magnitude,0.01,65,2.855434221525987,mixer.x_proj.weight,0.04392975725424596
backbone.layers.9.mixer.x_proj.weight,Magnitude,0.1,655,2.8570881510774293,mixer.x_proj.weight,0.004361966642866305
backbone.layers.9.mixer.x_proj.weight,Magnitude,1.0,6553,2.8562334229548774,mixer.x_proj.weight,0.00043586653791467686
backbone.layers.9.mixer.x_proj.weight,Magnitude,5.0,32768,2.856948850055536,mixer.x_proj.weight,8.718715973069872e-05
backbone.layers.9.mixer.x_proj.weight,Magnitude,10.0,65536,2.85572778681914,mixer.x_proj.weight,4.3574947918993225e-05
backbone.layers.9.mixer.x_proj.weight,Magnitude,50.0,327680,2.902212530374527,mixer.x_proj.weight,8.856849763105857e-06
backbone.layers.9.mixer.x_proj.weight,Gradient,0.001,6,2.8565167101720967,mixer.x_proj.weight,0.47608611836201614
backbone.layers.9.mixer.x_proj.weight,Gradient,0.01,65,2.856716529776653,mixer.x_proj.weight,0.04394948507348696
backbone.layers.9.mixer.x_proj.weight,Gradient,0.1,655,2.854077536612749,mixer.x_proj.weight,0.00435737028490496
backbone.layers.9.mixer.x_proj.weight,Gradient,1.0,6553,2.856826319048802,mixer.x_proj.weight,0.00043595701496242973
backbone.layers.9.mixer.x_proj.weight,Gradient,5.0,32768,2.8582826691369214,mixer.x_proj.weight,8.722786465871953e-05
backbone.layers.9.mixer.x_proj.weight,Gradient,10.0,65536,2.85930143793424,mixer.x_proj.weight,4.36294775075415e-05
backbone.layers.9.mixer.x_proj.weight,Gradient,50.0,327680,2.9044634078939757,mixer.x_proj.weight,8.863718896160815e-06
backbone.layers.9.mixer.x_proj.weight,Hybrid,0.001,6,2.856799532969793,mixer.x_proj.weight,0.4761332554949655
backbone.layers.9.mixer.x_proj.weight,Hybrid,0.01,65,2.854971288392941,mixer.x_proj.weight,0.043922635206045245
backbone.layers.9.mixer.x_proj.weight,Hybrid,0.1,655,2.8557273062566915,mixer.x_proj.weight,0.004359889017185789
backbone.layers.9.mixer.x_proj.weight,Hybrid,1.0,6553,2.8556052396694818,mixer.x_proj.weight,0.0004357706759758098
backbone.layers.9.mixer.x_proj.weight,Hybrid,5.0,32768,2.8562096742292247,mixer.x_proj.weight,8.716460187467116e-05
backbone.layers.9.mixer.x_proj.weight,Hybrid,10.0,65536,2.854688218484322,mixer.x_proj.weight,4.3559085365056184e-05
backbone.layers.9.mixer.x_proj.weight,Hybrid,50.0,327680,2.9059524883826575,mixer.x_proj.weight,8.868263209175591e-06
backbone.layers.9.mixer.dt_proj.weight,Magnitude,0.001,5,2.857411254197359,mixer.dt_proj.weight,0.5714822508394718
backbone.layers.9.mixer.dt_proj.weight,Magnitude,0.01,52,2.8564816849927106,mixer.dt_proj.weight,0.054932340096013665
backbone.layers.9.mixer.dt_proj.weight,Magnitude,0.1,524,2.85740077868104,mixer.dt_proj.weight,0.005453054921147023
backbone.layers.9.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8625276448825994,mixer.dt_proj.weight,0.0005460754759409767
backbone.layers.9.mixer.dt_proj.weight,Magnitude,5.0,26214,2.911141600459814,mixer.dt_proj.weight,0.00011105293356450042
backbone.layers.9.mixer.dt_proj.weight,Magnitude,10.0,52428,2.9171665584047637,mixer.dt_proj.weight,5.564138548876104e-05
backbone.layers.9.mixer.dt_proj.weight,Magnitude,50.0,262144,2.9257751988867917,mixer.dt_proj.weight,1.1160946651026885e-05
backbone.layers.9.mixer.dt_proj.weight,Gradient,0.001,5,2.8571297315259776,mixer.dt_proj.weight,0.5714259463051955
backbone.layers.9.mixer.dt_proj.weight,Gradient,0.01,52,2.8574192772308984,mixer.dt_proj.weight,0.054950370715978816
backbone.layers.9.mixer.dt_proj.weight,Gradient,0.1,524,2.857769108066956,mixer.dt_proj.weight,0.005453757839822436
backbone.layers.9.mixer.dt_proj.weight,Gradient,1.0,5242,2.8645609443386397,mixer.dt_proj.weight,0.000546463362140145
backbone.layers.9.mixer.dt_proj.weight,Gradient,5.0,26214,2.8638453545669713,mixer.dt_proj.weight,0.00010924869743522435
backbone.layers.9.mixer.dt_proj.weight,Gradient,10.0,52428,2.870355182637771,mixer.dt_proj.weight,5.474851572895726e-05
backbone.layers.9.mixer.dt_proj.weight,Gradient,50.0,262144,2.9062316926817098,mixer.dt_proj.weight,1.1086394091345634e-05
backbone.layers.9.mixer.dt_proj.weight,Hybrid,0.001,5,2.857245041678349,mixer.dt_proj.weight,0.5714490083356698
backbone.layers.9.mixer.dt_proj.weight,Hybrid,0.01,52,2.8575803202887378,mixer.dt_proj.weight,0.054953467697860345
backbone.layers.9.mixer.dt_proj.weight,Hybrid,0.1,524,2.8578176237642765,mixer.dt_proj.weight,0.005453850427031062
backbone.layers.9.mixer.dt_proj.weight,Hybrid,1.0,5242,2.862267135332028,mixer.dt_proj.weight,0.0005460257793460564
backbone.layers.9.mixer.dt_proj.weight,Hybrid,5.0,26214,2.9109623258312545,mixer.dt_proj.weight,0.00011104609467579363
backbone.layers.9.mixer.dt_proj.weight,Hybrid,10.0,52428,2.9077259053786597,mixer.dt_proj.weight,5.546131657470549e-05
backbone.layers.9.mixer.dt_proj.weight,Hybrid,50.0,262144,2.9239735789597034,mixer.dt_proj.weight,1.1154074016417326e-05
backbone.layers.9.mixer.dt_proj.bias,Magnitude,0.1,4,3.809781264513731,mixer.dt_proj.bias,0.9524453161284328
backbone.layers.9.mixer.dt_proj.bias,Magnitude,1.0,40,7.012374825775623,mixer.dt_proj.bias,0.1753093706443906
backbone.layers.9.mixer.dt_proj.bias,Magnitude,5.0,204,8.250358064969381,mixer.dt_proj.bias,0.040442931691026376
backbone.layers.9.mixer.dt_proj.bias,Magnitude,10.0,409,8.421865676840147,mixer.dt_proj.bias,0.020591358623081046
backbone.layers.9.mixer.dt_proj.bias,Magnitude,50.0,2048,8.972296903530756,mixer.dt_proj.bias,0.004381004347427127
backbone.layers.9.mixer.dt_proj.bias,Gradient,0.1,4,7.151070296764374,mixer.dt_proj.bias,1.7877675741910934
backbone.layers.9.mixer.dt_proj.bias,Gradient,1.0,40,8.240877573688826,mixer.dt_proj.bias,0.20602193934222063
backbone.layers.9.mixer.dt_proj.bias,Gradient,5.0,204,8.50714639822642,mixer.dt_proj.bias,0.041701698030521664
backbone.layers.9.mixer.dt_proj.bias,Gradient,10.0,409,9.109642614920935,mixer.dt_proj.bias,0.02227296482865754
backbone.layers.9.mixer.dt_proj.bias,Gradient,50.0,2048,8.638479188084602,mixer.dt_proj.bias,0.004218007416056935
backbone.layers.9.mixer.dt_proj.bias,Hybrid,0.1,4,7.151070296764374,mixer.dt_proj.bias,1.7877675741910934
backbone.layers.9.mixer.dt_proj.bias,Hybrid,1.0,40,7.412463250259559,mixer.dt_proj.bias,0.18531158125648897
backbone.layers.9.mixer.dt_proj.bias,Hybrid,5.0,204,8.923468927542368,mixer.dt_proj.bias,0.04374249474285474
backbone.layers.9.mixer.dt_proj.bias,Hybrid,10.0,409,9.221410552660624,mixer.dt_proj.bias,0.022546236070074874
backbone.layers.9.mixer.dt_proj.bias,Hybrid,50.0,2048,9.19343293706576,mixer.dt_proj.bias,0.0044889809263016405
backbone.layers.9.mixer.out_proj.weight,Magnitude,0.001,83,2.858969679723183,mixer.out_proj.weight,0.03444541782799016
backbone.layers.9.mixer.out_proj.weight,Magnitude,0.01,838,2.8580126501619816,mixer.out_proj.weight,0.003410516288976112
backbone.layers.9.mixer.out_proj.weight,Magnitude,0.1,8388,2.8592674881219864,mixer.out_proj.weight,0.0003408759523273708
backbone.layers.9.mixer.out_proj.weight,Magnitude,1.0,83886,2.8608222380280495,mixer.out_proj.weight,3.410369117645435e-05
backbone.layers.9.mixer.out_proj.weight,Magnitude,5.0,419430,2.8602337948977947,mixer.out_proj.weight,6.819335276202929e-06
backbone.layers.9.mixer.out_proj.weight,Magnitude,10.0,838860,2.8529381677508354,mixer.out_proj.weight,3.400970564517125e-06
backbone.layers.9.mixer.out_proj.weight,Magnitude,50.0,4194304,2.9300861954689026,mixer.out_proj.weight,6.985869873687989e-07
backbone.layers.9.mixer.out_proj.weight,Gradient,0.001,83,2.8571379370987415,mixer.out_proj.weight,0.034423348639743875
backbone.layers.9.mixer.out_proj.weight,Gradient,0.01,838,2.8572045552233853,mixer.out_proj.weight,0.0034095519752069038
backbone.layers.9.mixer.out_proj.weight,Gradient,0.1,8388,2.8600802024205527,mixer.out_proj.weight,0.00034097284244403347
backbone.layers.9.mixer.out_proj.weight,Gradient,1.0,83886,2.8536026092867055,mixer.out_proj.weight,3.4017626413068995e-05
backbone.layers.9.mixer.out_proj.weight,Gradient,5.0,419430,2.8577738466362157,mixer.out_proj.weight,6.813470296917759e-06
backbone.layers.9.mixer.out_proj.weight,Gradient,10.0,838860,2.8599787366886935,mixer.out_proj.weight,3.4093635847324865e-06
backbone.layers.9.mixer.out_proj.weight,Gradient,50.0,4194304,2.8936842419207096,mixer.out_proj.weight,6.899080853273176e-07
backbone.layers.9.mixer.out_proj.weight,Hybrid,0.001,83,2.8588929027318954,mixer.out_proj.weight,0.03444449280399874
backbone.layers.9.mixer.out_proj.weight,Hybrid,0.01,838,2.858710036923488,mixer.out_proj.weight,0.0034113484927487925
backbone.layers.9.mixer.out_proj.weight,Hybrid,0.1,8388,2.8581542434791722,mixer.out_proj.weight,0.00034074323360505155
backbone.layers.9.mixer.out_proj.weight,Hybrid,1.0,83886,2.8621454375485578,mixer.out_proj.weight,3.4119464958974774e-05
backbone.layers.9.mixer.out_proj.weight,Hybrid,5.0,419430,2.8590099227925143,mixer.out_proj.weight,6.816417334936734e-06
backbone.layers.9.mixer.out_proj.weight,Hybrid,10.0,838860,2.8587975166738033,mixer.out_proj.weight,3.4079554594018114e-06
backbone.layers.9.mixer.out_proj.weight,Hybrid,50.0,4194304,2.9343675188720226,mixer.out_proj.weight,6.99607734411245e-07
backbone.layers.10.norm.weight,Magnitude,0.1,2,2.856656284381946,norm.weight,1.428328142190973
backbone.layers.10.norm.weight,Magnitude,1.0,20,2.856366095443567,norm.weight,0.14281830477217833
backbone.layers.10.norm.weight,Magnitude,5.0,102,2.8635656038920083,norm.weight,0.028074172587176552
backbone.layers.10.norm.weight,Magnitude,10.0,204,2.8646746339897313,norm.weight,0.014042522715635938
backbone.layers.10.norm.weight,Magnitude,50.0,1024,2.855916732301315,norm.weight,0.0027889811838880028
backbone.layers.10.norm.weight,Gradient,0.1,2,2.85430695861578,norm.weight,1.42715347930789
backbone.layers.10.norm.weight,Gradient,1.0,20,2.854585137218237,norm.weight,0.14272925686091184
backbone.layers.10.norm.weight,Gradient,5.0,102,2.8728100347022214,norm.weight,0.028164804261786483
backbone.layers.10.norm.weight,Gradient,10.0,204,2.8727102478345237,norm.weight,0.014081912979580998
backbone.layers.10.norm.weight,Gradient,50.0,1024,2.893919130166372,norm.weight,0.0028260929005530975
backbone.layers.10.norm.weight,Hybrid,0.1,2,2.8593810660143695,norm.weight,1.4296905330071847
backbone.layers.10.norm.weight,Hybrid,1.0,20,2.8539752463499704,norm.weight,0.1426987623174985
backbone.layers.10.norm.weight,Hybrid,5.0,102,2.858753651380539,norm.weight,0.028026996582162147
backbone.layers.10.norm.weight,Hybrid,10.0,204,2.8583905436098576,norm.weight,0.014011718351028714
backbone.layers.10.norm.weight,Hybrid,50.0,1024,2.896533222248157,norm.weight,0.002828645724851716
backbone.layers.10.mixer.A_log,Magnitude,0.01,6,2.85895678276817,mixer.A_log,0.47649279712802833
backbone.layers.10.mixer.A_log,Magnitude,0.1,65,2.884052973240614,mixer.A_log,0.04437004574216329
backbone.layers.10.mixer.A_log,Magnitude,1.0,655,3.2545395319660506,mixer.A_log,0.004968762644222978
backbone.layers.10.mixer.A_log,Magnitude,5.0,3276,3.5070294377704463,mixer.A_log,0.0010705218064012351
backbone.layers.10.mixer.A_log,Magnitude,10.0,6553,4.039366292456786,mixer.A_log,0.0006164148164896667
backbone.layers.10.mixer.A_log,Magnitude,50.0,32768,5.023824932674567,mixer.A_log,0.00015331496986921897
backbone.layers.10.mixer.A_log,Gradient,0.01,6,2.851080602655808,mixer.A_log,0.47518010044263465
backbone.layers.10.mixer.A_log,Gradient,0.1,65,2.8794588409364223,mixer.A_log,0.044299366783637266
backbone.layers.10.mixer.A_log,Gradient,1.0,655,3.698149478683869,mixer.A_log,0.005646029738448655
backbone.layers.10.mixer.A_log,Gradient,5.0,3276,4.075898179163535,mixer.A_log,0.0012441691633588324
backbone.layers.10.mixer.A_log,Gradient,10.0,6553,4.307703418036302,mixer.A_log,0.000657363561427789
backbone.layers.10.mixer.A_log,Gradient,50.0,32768,5.442006071408589,mixer.A_log,0.00016607684544093596
backbone.layers.10.mixer.A_log,Hybrid,0.01,6,2.8589155289034047,mixer.A_log,0.4764859214839008
backbone.layers.10.mixer.A_log,Hybrid,0.1,65,2.8836932058135667,mixer.A_log,0.044364510858670256
backbone.layers.10.mixer.A_log,Hybrid,1.0,655,3.223467219620943,mixer.A_log,0.004921323999421287
backbone.layers.10.mixer.A_log,Hybrid,5.0,3276,3.5802313474317393,mixer.A_log,0.0010928667116702501
backbone.layers.10.mixer.A_log,Hybrid,10.0,6553,3.966398172080517,mixer.A_log,0.0006052797454723816
backbone.layers.10.mixer.A_log,Hybrid,50.0,32768,4.983731706937154,mixer.A_log,0.0001520914217204942
backbone.layers.10.mixer.D,Magnitude,0.1,4,2.8566845171153545,mixer.D,0.7141711292788386
backbone.layers.10.mixer.D,Magnitude,1.0,40,2.855742228527864,mixer.D,0.0713935557131966
backbone.layers.10.mixer.D,Magnitude,5.0,204,2.8522338569164276,mixer.D,0.013981538514296213
backbone.layers.10.mixer.D,Magnitude,10.0,409,2.853626706947883,mixer.D,0.006977082413075509
backbone.layers.10.mixer.D,Magnitude,50.0,2048,2.852079792569081,mixer.D,0.0013926170862153715
backbone.layers.10.mixer.D,Gradient,0.1,4,2.8568944931030273,mixer.D,0.7142236232757568
backbone.layers.10.mixer.D,Gradient,1.0,40,2.8490959480404854,mixer.D,0.07122739870101213
backbone.layers.10.mixer.D,Gradient,5.0,204,2.843504425138235,mixer.D,0.013938747182050171
backbone.layers.10.mixer.D,Gradient,10.0,409,2.8441898090144,mixer.D,0.006954009312993643
backbone.layers.10.mixer.D,Gradient,50.0,2048,2.8509706867237887,mixer.D,0.00139207553062685
backbone.layers.10.mixer.D,Hybrid,0.1,4,2.8584408052265644,mixer.D,0.7146102013066411
backbone.layers.10.mixer.D,Hybrid,1.0,40,2.8510305223365626,mixer.D,0.07127576305841407
backbone.layers.10.mixer.D,Hybrid,5.0,204,2.8493734933435917,mixer.D,0.013967517124233293
backbone.layers.10.mixer.D,Hybrid,10.0,409,2.852336614082257,mixer.D,0.006973928151790359
backbone.layers.10.mixer.D,Hybrid,50.0,2048,2.8518142017225423,mixer.D,0.001392487403184835
backbone.layers.10.mixer.conv1d.weight,Magnitude,0.01,1,2.855161110560099,mixer.conv1d.weight,2.855161110560099
backbone.layers.10.mixer.conv1d.weight,Magnitude,0.1,16,2.856292799115181,mixer.conv1d.weight,0.1785182999446988
backbone.layers.10.mixer.conv1d.weight,Magnitude,1.0,163,3.2504182308912277,mixer.conv1d.weight,0.01994121614043698
backbone.layers.10.mixer.conv1d.weight,Magnitude,5.0,819,3.3440978104869523,mixer.conv1d.weight,0.004083147509752079
backbone.layers.10.mixer.conv1d.weight,Magnitude,10.0,1638,3.443572095284859,mixer.conv1d.weight,0.002102302866474273
backbone.layers.10.mixer.conv1d.weight,Magnitude,50.0,8192,3.340163609633843,mixer.conv1d.weight,0.0004077348156291312
backbone.layers.10.mixer.conv1d.weight,Gradient,0.01,1,2.8569481670856476,mixer.conv1d.weight,2.8569481670856476
backbone.layers.10.mixer.conv1d.weight,Gradient,0.1,16,2.8565737580259642,mixer.conv1d.weight,0.17853585987662277
backbone.layers.10.mixer.conv1d.weight,Gradient,1.0,163,2.8958376459777355,mixer.conv1d.weight,0.017765875128697765
backbone.layers.10.mixer.conv1d.weight,Gradient,5.0,819,2.9303719525535903,mixer.conv1d.weight,0.003577987732055666
backbone.layers.10.mixer.conv1d.weight,Gradient,10.0,1638,2.9343686923384666,mixer.conv1d.weight,0.001791433878106512
backbone.layers.10.mixer.conv1d.weight,Gradient,50.0,8192,3.4909370777507625,mixer.conv1d.weight,0.00042613977999887237
backbone.layers.10.mixer.conv1d.weight,Hybrid,0.01,1,2.857085266460975,mixer.conv1d.weight,2.857085266460975
backbone.layers.10.mixer.conv1d.weight,Hybrid,0.1,16,2.8552475137015185,mixer.conv1d.weight,0.1784529696063449
backbone.layers.10.mixer.conv1d.weight,Hybrid,1.0,163,3.258206255733967,mixer.conv1d.weight,0.019988995433950718
backbone.layers.10.mixer.conv1d.weight,Hybrid,5.0,819,3.450253628194332,mixer.conv1d.weight,0.004212763892789172
backbone.layers.10.mixer.conv1d.weight,Hybrid,10.0,1638,3.5364682053526244,mixer.conv1d.weight,0.0021590159983837756
backbone.layers.10.mixer.conv1d.weight,Hybrid,50.0,8192,3.3330106921494007,mixer.conv1d.weight,0.00040686165675651864
backbone.layers.10.mixer.conv1d.bias,Magnitude,0.1,4,2.8523068875074387,mixer.conv1d.bias,0.7130767218768597
backbone.layers.10.mixer.conv1d.bias,Magnitude,1.0,40,2.858165501306454,mixer.conv1d.bias,0.07145413753266136
backbone.layers.10.mixer.conv1d.bias,Magnitude,5.0,204,2.882143408060074,mixer.conv1d.bias,0.014128153961078794
backbone.layers.10.mixer.conv1d.bias,Magnitude,10.0,409,2.892305829872688,mixer.conv1d.bias,0.007071652395776742
backbone.layers.10.mixer.conv1d.bias,Magnitude,50.0,2048,2.9733854507406554,mixer.conv1d.bias,0.0014518483646194607
backbone.layers.10.mixer.conv1d.bias,Gradient,0.1,4,2.8574203501145043,mixer.conv1d.bias,0.7143550875286261
backbone.layers.10.mixer.conv1d.bias,Gradient,1.0,40,2.8551508287588754,mixer.conv1d.bias,0.07137877071897189
backbone.layers.10.mixer.conv1d.bias,Gradient,5.0,204,2.869610539327065,mixer.conv1d.bias,0.014066718330034632
backbone.layers.10.mixer.conv1d.bias,Gradient,10.0,409,2.8691130628188453,mixer.conv1d.bias,0.007014946363860257
backbone.layers.10.mixer.conv1d.bias,Gradient,50.0,2048,2.8771143766740956,mixer.conv1d.bias,0.0014048410042353983
backbone.layers.10.mixer.conv1d.bias,Hybrid,0.1,4,2.8522579160829387,mixer.conv1d.bias,0.7130644790207347
backbone.layers.10.mixer.conv1d.bias,Hybrid,1.0,40,2.861326064914465,mixer.conv1d.bias,0.07153315162286163
backbone.layers.10.mixer.conv1d.bias,Hybrid,5.0,204,2.876539658755064,mixer.conv1d.bias,0.01410068460174051
backbone.layers.10.mixer.conv1d.bias,Hybrid,10.0,409,2.884863847245773,mixer.conv1d.bias,0.0070534568392317185
backbone.layers.10.mixer.conv1d.bias,Hybrid,50.0,2048,2.9262850085894265,mixer.conv1d.bias,0.001428850101850306
backbone.layers.10.mixer.in_proj.weight,Magnitude,0.001,167,2.858307139327129,mixer.in_proj.weight,0.017115611612737298
backbone.layers.10.mixer.in_proj.weight,Magnitude,0.01,1677,2.851531993597746,mixer.in_proj.weight,0.001700376859628948
backbone.layers.10.mixer.in_proj.weight,Magnitude,0.1,16777,2.8625155426561832,mixer.in_proj.weight,0.00017062141876713258
backbone.layers.10.mixer.in_proj.weight,Magnitude,1.0,167772,2.863317328194777,mixer.in_proj.weight,1.706671749871717e-05
backbone.layers.10.mixer.in_proj.weight,Magnitude,5.0,838860,2.924680029352506,mixer.in_proj.weight,3.4864936096041128e-06
backbone.layers.10.mixer.in_proj.weight,Magnitude,10.0,1677721,2.9952458379169307,mixer.in_proj.weight,1.785306280315339e-06
backbone.layers.10.mixer.in_proj.weight,Magnitude,50.0,8388608,2.8883423221608004,mixer.in_proj.weight,3.4431723620424276e-07
backbone.layers.10.mixer.in_proj.weight,Gradient,0.001,167,2.8558149449527264,mixer.in_proj.weight,0.0171006882931301
backbone.layers.10.mixer.in_proj.weight,Gradient,0.01,1677,2.857364380111297,mixer.in_proj.weight,0.0017038547287485373
backbone.layers.10.mixer.in_proj.weight,Gradient,0.1,16777,2.85420153538386,mixer.in_proj.weight,0.00017012585893686952
backbone.layers.10.mixer.in_proj.weight,Gradient,1.0,167772,2.8705041396121183,mixer.in_proj.weight,1.7109554273729336e-05
backbone.layers.10.mixer.in_proj.weight,Gradient,5.0,838860,2.874696364005407,mixer.in_proj.weight,3.426908380427493e-06
backbone.layers.10.mixer.in_proj.weight,Gradient,10.0,1677721,2.8527889723579087,mixer.in_proj.weight,1.70039534127421e-06
backbone.layers.10.mixer.in_proj.weight,Gradient,50.0,8388608,2.923140919456879,mixer.in_proj.weight,3.4846555226527204e-07
backbone.layers.10.mixer.in_proj.weight,Hybrid,0.001,167,2.85551959152023,mixer.in_proj.weight,0.017098919709701975
backbone.layers.10.mixer.in_proj.weight,Hybrid,0.01,1677,2.85324140638113,mixer.in_proj.weight,0.0017013961874663866
