Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss
backbone.layers.7.mixer.in_proj.weight,Hybrid,0.01,1677,2.857873650888602
backbone.layers.7.mixer.in_proj.weight,Hybrid,0.1,16777,2.8533306072155633
backbone.layers.7.mixer.in_proj.weight,Hybrid,1.0,167772,2.8474583849310875
backbone.layers.7.mixer.in_proj.weight,Hybrid,5.0,838860,2.847306755681833
backbone.layers.7.mixer.in_proj.weight,Hybrid,10.0,1677721,2.8495597429573536
backbone.layers.7.mixer.in_proj.weight,Hybrid,50.0,8388608,2.8660033494234085
backbone.layers.7.mixer.x_proj.weight,Magnitude,0.001,6,2.855252852042516
backbone.layers.7.mixer.x_proj.weight,Magnitude,0.01,65,2.8548834833006063
backbone.layers.7.mixer.x_proj.weight,Magnitude,0.1,655,2.8648023630181947
backbone.layers.7.mixer.x_proj.weight,Magnitude,1.0,6553,2.863995149731636
backbone.layers.7.mixer.x_proj.weight,Magnitude,5.0,32768,2.8599330062667527
backbone.layers.7.mixer.x_proj.weight,Magnitude,10.0,65536,2.856555577367544
backbone.layers.7.mixer.x_proj.weight,Magnitude,50.0,327680,2.943109203130007
backbone.layers.7.mixer.x_proj.weight,Gradient,0.001,6,2.8568168754378953
backbone.layers.7.mixer.x_proj.weight,Gradient,0.01,65,2.8562511429190636
backbone.layers.7.mixer.x_proj.weight,Gradient,0.1,655,2.852314844727516
backbone.layers.7.mixer.x_proj.weight,Gradient,1.0,6553,2.8528171541790166
backbone.layers.7.mixer.x_proj.weight,Gradient,5.0,32768,2.8616459170977273
backbone.layers.7.mixer.x_proj.weight,Gradient,10.0,65536,2.867324893673261
backbone.layers.7.mixer.x_proj.weight,Gradient,50.0,327680,2.8492419719696045
backbone.layers.7.mixer.x_proj.weight,Hybrid,0.001,6,2.8564948017398515
backbone.layers.7.mixer.x_proj.weight,Hybrid,0.01,65,2.8552023793260255
backbone.layers.7.mixer.x_proj.weight,Hybrid,0.1,655,2.864870340873798
backbone.layers.7.mixer.x_proj.weight,Hybrid,1.0,6553,2.8634633608162403
backbone.layers.7.mixer.x_proj.weight,Hybrid,5.0,32768,2.8584368291000524
backbone.layers.7.mixer.x_proj.weight,Hybrid,10.0,65536,2.856112693746885
backbone.layers.7.mixer.x_proj.weight,Hybrid,50.0,327680,2.950894401719173
backbone.layers.7.mixer.dt_proj.weight,Magnitude,0.001,5,2.8571754271785417
backbone.layers.7.mixer.dt_proj.weight,Magnitude,0.01,52,2.856777430822452
backbone.layers.7.mixer.dt_proj.weight,Magnitude,0.1,524,2.8573866672813892
backbone.layers.7.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8613798258205256
backbone.layers.7.mixer.dt_proj.weight,Magnitude,5.0,26214,2.8657520351310573
backbone.layers.7.mixer.dt_proj.weight,Magnitude,10.0,52428,2.864885501563549
backbone.layers.7.mixer.dt_proj.weight,Magnitude,50.0,262144,3.022798993935188
backbone.layers.7.mixer.dt_proj.weight,Gradient,0.001,5,2.8571938822666803
backbone.layers.7.mixer.dt_proj.weight,Gradient,0.01,52,2.85689248641332
backbone.layers.7.mixer.dt_proj.weight,Gradient,0.1,524,2.8548363310595355
backbone.layers.7.mixer.dt_proj.weight,Gradient,1.0,5242,2.8536063196758428
backbone.layers.7.mixer.dt_proj.weight,Gradient,5.0,26214,2.854349828014771
backbone.layers.7.mixer.dt_proj.weight,Gradient,10.0,52428,2.8575168028473854
backbone.layers.7.mixer.dt_proj.weight,Gradient,50.0,262144,2.848397970199585
backbone.layers.7.mixer.dt_proj.weight,Hybrid,0.001,5,2.8572024926543236
backbone.layers.7.mixer.dt_proj.weight,Hybrid,0.01,52,2.8567196615040302
backbone.layers.7.mixer.dt_proj.weight,Hybrid,0.1,524,2.8580400198698044
backbone.layers.7.mixer.dt_proj.weight,Hybrid,1.0,5242,2.8615625786284604
backbone.layers.7.mixer.dt_proj.weight,Hybrid,5.0,26214,2.8650784442822137
backbone.layers.7.mixer.dt_proj.weight,Hybrid,10.0,52428,2.8645266418655715
backbone.layers.7.mixer.dt_proj.weight,Hybrid,50.0,262144,3.0226724445819855
backbone.layers.7.mixer.dt_proj.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Magnitude,0.1,4,3.8650138216714063
backbone.layers.7.mixer.dt_proj.bias,Magnitude,1.0,40,7.108159979184468
backbone.layers.7.mixer.dt_proj.bias,Magnitude,5.0,204,8.353612045447031
backbone.layers.7.mixer.dt_proj.bias,Magnitude,10.0,409,8.862691471974054
backbone.layers.7.mixer.dt_proj.bias,Magnitude,50.0,2048,8.763332267602285
backbone.layers.7.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Gradient,0.1,4,2.912194029738506
backbone.layers.7.mixer.dt_proj.bias,Gradient,1.0,40,12.526296829183897
backbone.layers.7.mixer.dt_proj.bias,Gradient,5.0,204,7.462232120335102
backbone.layers.7.mixer.dt_proj.bias,Gradient,10.0,409,6.834933405121167
backbone.layers.7.mixer.dt_proj.bias,Gradient,50.0,2048,8.10325824469328
backbone.layers.7.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.7.mixer.dt_proj.bias,Hybrid,0.1,4,3.700073454529047
backbone.layers.7.mixer.dt_proj.bias,Hybrid,1.0,40,7.124367078145345
backbone.layers.7.mixer.dt_proj.bias,Hybrid,5.0,204,8.364987636605898
backbone.layers.7.mixer.dt_proj.bias,Hybrid,10.0,409,8.91443619132042
backbone.layers.7.mixer.dt_proj.bias,Hybrid,50.0,2048,8.779676695664724
backbone.layers.7.mixer.out_proj.weight,Magnitude,0.001,83,2.8552117298046746
backbone.layers.7.mixer.out_proj.weight,Magnitude,0.01,838,2.8552918384472528
backbone.layers.7.mixer.out_proj.weight,Magnitude,0.1,8388,2.853464903930823
backbone.layers.7.mixer.out_proj.weight,Magnitude,1.0,83886,2.8508526583512626
backbone.layers.7.mixer.out_proj.weight,Magnitude,5.0,419430,2.8667723735173545
backbone.layers.7.mixer.out_proj.weight,Magnitude,10.0,838860,2.8747559202214084
backbone.layers.7.mixer.out_proj.weight,Magnitude,50.0,4194304,2.9132793359458447
backbone.layers.7.mixer.out_proj.weight,Gradient,0.001,83,2.8570567866166434
backbone.layers.7.mixer.out_proj.weight,Gradient,0.01,838,2.856758452951908
backbone.layers.7.mixer.out_proj.weight,Gradient,0.1,8388,2.8574039402107396
backbone.layers.7.mixer.out_proj.weight,Gradient,1.0,83886,2.863181264450153
backbone.layers.7.mixer.out_proj.weight,Gradient,5.0,419430,2.8446238103012242
backbone.layers.7.mixer.out_proj.weight,Gradient,10.0,838860,2.856092382222414
backbone.layers.7.mixer.out_proj.weight,Gradient,50.0,4194304,2.8808041314284005
backbone.layers.7.mixer.out_proj.weight,Hybrid,0.001,83,2.85696496690313
backbone.layers.7.mixer.out_proj.weight,Hybrid,0.01,838,2.85563221698006
backbone.layers.7.mixer.out_proj.weight,Hybrid,0.1,8388,2.8525462051232657
backbone.layers.7.mixer.out_proj.weight,Hybrid,1.0,83886,2.853500034660101
backbone.layers.7.mixer.out_proj.weight,Hybrid,5.0,419430,2.870245827982823
backbone.layers.7.mixer.out_proj.weight,Hybrid,10.0,838860,2.8724158157904944
backbone.layers.7.mixer.out_proj.weight,Hybrid,50.0,4194304,2.9186522091428437
backbone.layers.8.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.8.norm.weight,Magnitude,0.1,2,2.8588179536163807
backbone.layers.8.norm.weight,Magnitude,1.0,20,2.859983380883932
backbone.layers.8.norm.weight,Magnitude,5.0,102,2.8551647253334522
backbone.layers.8.norm.weight,Magnitude,10.0,204,2.8624293816586337
backbone.layers.8.norm.weight,Magnitude,50.0,1024,2.8615349854032197
backbone.layers.8.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.8.norm.weight,Gradient,0.1,2,2.8577459131677947
backbone.layers.8.norm.weight,Gradient,1.0,20,2.8574132062494755
backbone.layers.8.norm.weight,Gradient,5.0,102,2.853196912755569
backbone.layers.8.norm.weight,Gradient,10.0,204,2.8516923959056535
backbone.layers.8.norm.weight,Gradient,50.0,1024,2.8707226452728114
backbone.layers.8.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.8.norm.weight,Hybrid,0.1,2,2.857739496976137
backbone.layers.8.norm.weight,Hybrid,1.0,20,2.860974827160438
backbone.layers.8.norm.weight,Hybrid,5.0,102,2.8568913340568542
backbone.layers.8.norm.weight,Hybrid,10.0,204,2.8598618221779666
backbone.layers.8.norm.weight,Hybrid,50.0,1024,2.8639296889305115
backbone.layers.8.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.mixer.A_log,Magnitude,0.01,6,2.84119193131725
backbone.layers.8.mixer.A_log,Magnitude,0.1,65,2.8380027301609516
backbone.layers.8.mixer.A_log,Magnitude,1.0,655,3.211493448664745
backbone.layers.8.mixer.A_log,Magnitude,5.0,3276,5.878005179266135
backbone.layers.8.mixer.A_log,Magnitude,10.0,6553,6.187336328128974
backbone.layers.8.mixer.A_log,Magnitude,50.0,32768,5.735229882101218
backbone.layers.8.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.mixer.A_log,Gradient,0.01,6,2.8571806686619916
backbone.layers.8.mixer.A_log,Gradient,0.1,65,2.8583451310793557
backbone.layers.8.mixer.A_log,Gradient,1.0,655,4.961722381412983
backbone.layers.8.mixer.A_log,Gradient,5.0,3276,5.908189828197162
backbone.layers.8.mixer.A_log,Gradient,10.0,6553,5.930380009114742
backbone.layers.8.mixer.A_log,Gradient,50.0,32768,5.903165395061175
backbone.layers.8.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.mixer.A_log,Hybrid,0.01,6,2.8391556702554226
backbone.layers.8.mixer.A_log,Hybrid,0.1,65,2.8390030910571418
backbone.layers.8.mixer.A_log,Hybrid,1.0,655,5.9586075494686765
backbone.layers.8.mixer.A_log,Hybrid,5.0,3276,5.895102192958196
backbone.layers.8.mixer.A_log,Hybrid,10.0,6553,6.229164116084576
backbone.layers.8.mixer.A_log,Hybrid,50.0,32768,5.719240307807922
backbone.layers.8.mixer.D,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.mixer.D,Magnitude,0.01,0,2.8569481670856476
backbone.layers.8.mixer.D,Magnitude,0.1,4,2.8557720854878426
backbone.layers.8.mixer.D,Magnitude,1.0,40,2.858748064686855
backbone.layers.8.mixer.D,Magnitude,5.0,204,2.864959509422382
backbone.layers.8.mixer.D,Magnitude,10.0,409,2.86534533649683
backbone.layers.8.mixer.D,Magnitude,50.0,2048,2.8763549563785396
backbone.layers.8.mixer.D,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.mixer.D,Gradient,0.01,0,2.8569481670856476
backbone.layers.8.mixer.D,Gradient,0.1,4,2.8555287681519985
backbone.layers.8.mixer.D,Gradient,1.0,40,2.8534441801408925
backbone.layers.8.mixer.D,Gradient,5.0,204,2.859833288937807
backbone.layers.8.mixer.D,Gradient,10.0,409,2.862955986211697
backbone.layers.8.mixer.D,Gradient,50.0,2048,2.8721184730529785
backbone.layers.8.mixer.D,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.mixer.D,Hybrid,0.01,0,2.8569481670856476
backbone.layers.8.mixer.D,Hybrid,0.1,4,2.8574197640021644
backbone.layers.8.mixer.D,Hybrid,1.0,40,2.8559341753522554
backbone.layers.8.mixer.D,Hybrid,5.0,204,2.861891562740008
backbone.layers.8.mixer.D,Hybrid,10.0,409,2.860607317338387
backbone.layers.8.mixer.D,Hybrid,50.0,2048,2.876798869421085
backbone.layers.8.mixer.conv1d.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.weight,Magnitude,0.01,1,2.8551673342784247
backbone.layers.8.mixer.conv1d.weight,Magnitude,0.1,16,2.8504652033249536
backbone.layers.8.mixer.conv1d.weight,Magnitude,1.0,163,2.853776689618826
backbone.layers.8.mixer.conv1d.weight,Magnitude,5.0,819,2.86698912208279
backbone.layers.8.mixer.conv1d.weight,Magnitude,10.0,1638,2.863504813363155
backbone.layers.8.mixer.conv1d.weight,Magnitude,50.0,8192,2.86532540867726
backbone.layers.8.mixer.conv1d.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.weight,Gradient,0.01,1,2.8570185949405036
backbone.layers.8.mixer.conv1d.weight,Gradient,0.1,16,2.856751556197802
backbone.layers.8.mixer.conv1d.weight,Gradient,1.0,163,2.857278979072968
backbone.layers.8.mixer.conv1d.weight,Gradient,5.0,819,2.8527699584762254
backbone.layers.8.mixer.conv1d.weight,Gradient,10.0,1638,2.8458071102698645
backbone.layers.8.mixer.conv1d.weight,Gradient,50.0,8192,2.8553682702283063
backbone.layers.8.mixer.conv1d.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.weight,Hybrid,0.01,1,2.8570185949405036
backbone.layers.8.mixer.conv1d.weight,Hybrid,0.1,16,2.8539086257418
backbone.layers.8.mixer.conv1d.weight,Hybrid,1.0,163,2.8475855191548667
backbone.layers.8.mixer.conv1d.weight,Hybrid,5.0,819,2.86281368881464
backbone.layers.8.mixer.conv1d.weight,Hybrid,10.0,1638,2.861122796932856
backbone.layers.8.mixer.conv1d.weight,Hybrid,50.0,8192,2.867754372457663
backbone.layers.8.mixer.conv1d.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Magnitude,0.1,4,2.850290048867464
backbone.layers.8.mixer.conv1d.bias,Magnitude,1.0,40,2.898890469223261
backbone.layers.8.mixer.conv1d.bias,Magnitude,5.0,204,2.98271444439888
backbone.layers.8.mixer.conv1d.bias,Magnitude,10.0,409,3.0414074547588825
backbone.layers.8.mixer.conv1d.bias,Magnitude,50.0,2048,4.3483978261550265
backbone.layers.8.mixer.conv1d.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Gradient,0.1,4,2.855826480935017
backbone.layers.8.mixer.conv1d.bias,Gradient,1.0,40,2.879538635412852
backbone.layers.8.mixer.conv1d.bias,Gradient,5.0,204,2.8827054190138974
backbone.layers.8.mixer.conv1d.bias,Gradient,10.0,409,2.887920947124561
backbone.layers.8.mixer.conv1d.bias,Gradient,50.0,2048,2.9222690338889756
backbone.layers.8.mixer.conv1d.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.8.mixer.conv1d.bias,Hybrid,0.1,4,2.8495341911911964
backbone.layers.8.mixer.conv1d.bias,Hybrid,1.0,40,2.8971217026313147
backbone.layers.8.mixer.conv1d.bias,Hybrid,5.0,204,2.974101237952709
backbone.layers.8.mixer.conv1d.bias,Hybrid,10.0,409,3.036103691905737
backbone.layers.8.mixer.conv1d.bias,Hybrid,50.0,2048,4.050944413989782
backbone.layers.8.mixer.in_proj.weight,Magnitude,0.001,167,2.856357917189598
backbone.layers.8.mixer.in_proj.weight,Magnitude,0.01,1677,2.8536776738862195
backbone.layers.8.mixer.in_proj.weight,Magnitude,0.1,16777,2.855902500450611
backbone.layers.8.mixer.in_proj.weight,Magnitude,1.0,167772,2.8579430244863033
backbone.layers.8.mixer.in_proj.weight,Magnitude,5.0,838860,2.8681214402119317
backbone.layers.8.mixer.in_proj.weight,Magnitude,10.0,1677721,2.8663570769131184
backbone.layers.8.mixer.in_proj.weight,Magnitude,50.0,8388608,2.861606771747271
backbone.layers.8.mixer.in_proj.weight,Gradient,0.001,167,2.8575553968548775
backbone.layers.8.mixer.in_proj.weight,Gradient,0.01,1677,2.853714449952046
backbone.layers.8.mixer.in_proj.weight,Gradient,0.1,16777,2.85146335264047
backbone.layers.8.mixer.in_proj.weight,Gradient,1.0,167772,2.8572598608831563
backbone.layers.8.mixer.in_proj.weight,Gradient,5.0,838860,2.861430086195469
backbone.layers.8.mixer.in_proj.weight,Gradient,10.0,1677721,2.8594900804261365
backbone.layers.8.mixer.in_proj.weight,Gradient,50.0,8388608,2.886592915902535
backbone.layers.8.mixer.in_proj.weight,Hybrid,0.001,167,2.8559236836930117
backbone.layers.8.mixer.in_proj.weight,Hybrid,0.01,1677,2.85469738394022
backbone.layers.8.mixer.in_proj.weight,Hybrid,0.1,16777,2.8538747566441693
backbone.layers.8.mixer.in_proj.weight,Hybrid,1.0,167772,2.8560190945863724
backbone.layers.8.mixer.in_proj.weight,Hybrid,5.0,838860,2.8657544093827405
backbone.layers.8.mixer.in_proj.weight,Hybrid,10.0,1677721,2.8595752927164235
backbone.layers.8.mixer.in_proj.weight,Hybrid,50.0,8388608,2.8641818575561047
backbone.layers.8.mixer.x_proj.weight,Magnitude,0.001,6,2.853878363966942
backbone.layers.8.mixer.x_proj.weight,Magnitude,0.01,65,2.8518929729859033
backbone.layers.8.mixer.x_proj.weight,Magnitude,0.1,655,2.848199692865213
backbone.layers.8.mixer.x_proj.weight,Magnitude,1.0,6553,2.8531579449772835
backbone.layers.8.mixer.x_proj.weight,Magnitude,5.0,32768,2.8538559849063554
backbone.layers.8.mixer.x_proj.weight,Magnitude,10.0,65536,2.8531404162446656
backbone.layers.8.mixer.x_proj.weight,Magnitude,50.0,327680,2.8783015236258507
backbone.layers.8.mixer.x_proj.weight,Gradient,0.001,6,2.8571518659591675
backbone.layers.8.mixer.x_proj.weight,Gradient,0.01,65,2.8560042741398015
backbone.layers.8.mixer.x_proj.weight,Gradient,0.1,655,2.848037471373876
backbone.layers.8.mixer.x_proj.weight,Gradient,1.0,6553,2.850665661195914
backbone.layers.8.mixer.x_proj.weight,Gradient,5.0,32768,2.849051844328642
backbone.layers.8.mixer.x_proj.weight,Gradient,10.0,65536,2.8481498869756856
backbone.layers.8.mixer.x_proj.weight,Gradient,50.0,327680,2.8471229063967862
backbone.layers.8.mixer.x_proj.weight,Hybrid,0.001,6,2.853761383642753
backbone.layers.8.mixer.x_proj.weight,Hybrid,0.01,65,2.8520344085991383
backbone.layers.8.mixer.x_proj.weight,Hybrid,0.1,655,2.8481040857732296
backbone.layers.8.mixer.x_proj.weight,Hybrid,1.0,6553,2.8533815070986748
backbone.layers.8.mixer.x_proj.weight,Hybrid,5.0,32768,2.8543381293614707
backbone.layers.8.mixer.x_proj.weight,Hybrid,10.0,65536,2.853681966662407
backbone.layers.8.mixer.x_proj.weight,Hybrid,50.0,327680,2.884013141194979
backbone.layers.8.mixer.dt_proj.weight,Magnitude,0.001,5,2.8576928290228047
backbone.layers.8.mixer.dt_proj.weight,Magnitude,0.01,52,2.8571297662953534
backbone.layers.8.mixer.dt_proj.weight,Magnitude,0.1,524,2.8572814278304577
backbone.layers.8.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8718044124543667
backbone.layers.8.mixer.dt_proj.weight,Magnitude,5.0,26214,2.9441108206907907
backbone.layers.8.mixer.dt_proj.weight,Magnitude,10.0,52428,2.9746589412291846
backbone.layers.8.mixer.dt_proj.weight,Magnitude,50.0,262144,3.0417594872415066
backbone.layers.8.mixer.dt_proj.weight,Gradient,0.001,5,2.8569661701718965
backbone.layers.8.mixer.dt_proj.weight,Gradient,0.01,52,2.8569877867897353
backbone.layers.8.mixer.dt_proj.weight,Gradient,0.1,524,2.85717727864782
backbone.layers.8.mixer.dt_proj.weight,Gradient,1.0,5242,2.8498568510015807
backbone.layers.8.mixer.dt_proj.weight,Gradient,5.0,26214,2.8402824935813746
backbone.layers.8.mixer.dt_proj.weight,Gradient,10.0,52428,2.839064503709475
backbone.layers.8.mixer.dt_proj.weight,Gradient,50.0,262144,2.849250784764687
backbone.layers.8.mixer.dt_proj.weight,Hybrid,0.001,5,2.857152665654818
backbone.layers.8.mixer.dt_proj.weight,Hybrid,0.01,52,2.856937602162361
backbone.layers.8.mixer.dt_proj.weight,Hybrid,0.1,524,2.855515838911136
backbone.layers.8.mixer.dt_proj.weight,Hybrid,1.0,5242,2.86785206447045
backbone.layers.8.mixer.dt_proj.weight,Hybrid,5.0,26214,2.942853723963102
backbone.layers.8.mixer.dt_proj.weight,Hybrid,10.0,52428,2.9764224564035735
backbone.layers.8.mixer.dt_proj.weight,Hybrid,50.0,262144,3.0423649214208126
backbone.layers.8.mixer.dt_proj.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Magnitude,0.1,4,4.695683938761552
backbone.layers.8.mixer.dt_proj.bias,Magnitude,1.0,40,7.181866024931272
backbone.layers.8.mixer.dt_proj.bias,Magnitude,5.0,204,9.29582542181015
backbone.layers.8.mixer.dt_proj.bias,Magnitude,10.0,409,9.572328125437101
backbone.layers.8.mixer.dt_proj.bias,Magnitude,50.0,2048,9.315168191989263
backbone.layers.8.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Gradient,0.1,4,9.98029100894928
backbone.layers.8.mixer.dt_proj.bias,Gradient,1.0,40,7.382267418007056
backbone.layers.8.mixer.dt_proj.bias,Gradient,5.0,204,8.856863856315613
backbone.layers.8.mixer.dt_proj.bias,Gradient,10.0,409,7.795691462854545
backbone.layers.8.mixer.dt_proj.bias,Gradient,50.0,2048,8.493886778752008
backbone.layers.8.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.8.mixer.dt_proj.bias,Hybrid,0.1,4,9.809028933445612
backbone.layers.8.mixer.dt_proj.bias,Hybrid,1.0,40,7.501534235974153
backbone.layers.8.mixer.dt_proj.bias,Hybrid,5.0,204,9.260821456710497
backbone.layers.8.mixer.dt_proj.bias,Hybrid,10.0,409,9.588937133550644
backbone.layers.8.mixer.dt_proj.bias,Hybrid,50.0,2048,9.336425930261612
backbone.layers.8.mixer.out_proj.weight,Magnitude,0.001,83,2.8565837405622005
backbone.layers.8.mixer.out_proj.weight,Magnitude,0.01,838,2.8567836694419384
backbone.layers.8.mixer.out_proj.weight,Magnitude,0.1,8388,2.8577230386435986
backbone.layers.8.mixer.out_proj.weight,Magnitude,1.0,83886,2.857867060850064
backbone.layers.8.mixer.out_proj.weight,Magnitude,5.0,419430,2.854114878922701
backbone.layers.8.mixer.out_proj.weight,Magnitude,10.0,838860,2.865562060226997
backbone.layers.8.mixer.out_proj.weight,Magnitude,50.0,4194304,2.9228058643639088
backbone.layers.8.mixer.out_proj.weight,Gradient,0.001,83,2.856864433735609
backbone.layers.8.mixer.out_proj.weight,Gradient,0.01,838,2.856785275042057
backbone.layers.8.mixer.out_proj.weight,Gradient,0.1,8388,2.8562963542838893
backbone.layers.8.mixer.out_proj.weight,Gradient,1.0,83886,2.857921173175176
backbone.layers.8.mixer.out_proj.weight,Gradient,5.0,419430,2.862456366419792
backbone.layers.8.mixer.out_proj.weight,Gradient,10.0,838860,2.8752381118635335
backbone.layers.8.mixer.out_proj.weight,Gradient,50.0,4194304,2.88878932595253
backbone.layers.8.mixer.out_proj.weight,Hybrid,0.001,83,2.8563085993131003
backbone.layers.8.mixer.out_proj.weight,Hybrid,0.01,838,2.856957897543907
backbone.layers.8.mixer.out_proj.weight,Hybrid,0.1,8388,2.855609883864721
backbone.layers.8.mixer.out_proj.weight,Hybrid,1.0,83886,2.857562579214573
backbone.layers.8.mixer.out_proj.weight,Hybrid,5.0,419430,2.8624544627964497
backbone.layers.8.mixer.out_proj.weight,Hybrid,10.0,838860,2.8652404360473156
backbone.layers.8.mixer.out_proj.weight,Hybrid,50.0,4194304,2.9270343209306398
backbone.layers.9.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.9.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.9.norm.weight,Magnitude,0.1,2,2.856698119391998
backbone.layers.9.norm.weight,Magnitude,1.0,20,2.861482640107473
backbone.layers.9.norm.weight,Magnitude,5.0,102,2.8567352828880153
backbone.layers.9.norm.weight,Magnitude,10.0,204,2.8577848809460797
backbone.layers.9.norm.weight,Magnitude,50.0,1024,2.8653997654716172
backbone.layers.9.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.9.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.9.norm.weight,Gradient,0.1,2,3.5849098041653633
backbone.layers.9.norm.weight,Gradient,1.0,20,3.623403583963712
backbone.layers.9.norm.weight,Gradient,5.0,102,3.632876521597306
backbone.layers.9.norm.weight,Gradient,10.0,204,3.8665538914501667
backbone.layers.9.norm.weight,Gradient,50.0,1024,4.475882162650426
backbone.layers.9.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.9.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.9.norm.weight,Hybrid,0.1,2,3.709473251054684
backbone.layers.9.norm.weight,Hybrid,1.0,20,3.6972320886949697
backbone.layers.9.norm.weight,Hybrid,5.0,102,3.7376754010717073
backbone.layers.9.norm.weight,Hybrid,10.0,204,3.7481350811819234
backbone.layers.9.norm.weight,Hybrid,50.0,1024,3.887807888289293
backbone.layers.9.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.9.mixer.A_log,Magnitude,0.01,6,2.857593556245168
backbone.layers.9.mixer.A_log,Magnitude,0.1,65,2.870404531558355
backbone.layers.9.mixer.A_log,Magnitude,1.0,655,3.210513682415088
backbone.layers.9.mixer.A_log,Magnitude,5.0,3276,4.765958733856678
backbone.layers.9.mixer.A_log,Magnitude,10.0,6553,5.067852559189002
backbone.layers.9.mixer.A_log,Magnitude,50.0,32768,4.646246748665969
backbone.layers.9.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.9.mixer.A_log,Gradient,0.01,6,2.961171900232633
backbone.layers.9.mixer.A_log,Gradient,0.1,65,2.9881600017348924
backbone.layers.9.mixer.A_log,Gradient,1.0,655,3.970209521551927
backbone.layers.9.mixer.A_log,Gradient,5.0,3276,4.461871765553951
backbone.layers.9.mixer.A_log,Gradient,10.0,6553,4.651420421898365
backbone.layers.9.mixer.A_log,Gradient,50.0,32768,4.6240202610691385
backbone.layers.9.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.9.mixer.A_log,Hybrid,0.01,6,2.961192637681961
backbone.layers.9.mixer.A_log,Hybrid,0.1,65,3.0672694941361747
backbone.layers.9.mixer.A_log,Hybrid,1.0,655,4.394728943705559
backbone.layers.9.mixer.A_log,Hybrid,5.0,3276,4.540442727506161
backbone.layers.9.mixer.A_log,Hybrid,10.0,6553,4.803710510333379
backbone.layers.9.mixer.A_log,Hybrid,50.0,32768,4.583988219499588
backbone.layers.9.mixer.D,Magnitude,0.001,0,2.8569481670856476
backbone.layers.9.mixer.D,Magnitude,0.01,0,2.8569481670856476
backbone.layers.9.mixer.D,Magnitude,0.1,4,2.8574479880432286
backbone.layers.9.mixer.D,Magnitude,1.0,40,2.858377584566673
