Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss
backbone.layers.23.mixer.dt_proj.bias,Magnitude,10.0,409,12.90458016594251
backbone.layers.23.mixer.dt_proj.bias,Magnitude,50.0,2048,12.482994998494783
backbone.layers.23.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.23.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.23.mixer.dt_proj.bias,Gradient,0.1,4,3.031977547953526
backbone.layers.23.mixer.dt_proj.bias,Gradient,1.0,40,4.526170998811722
backbone.layers.23.mixer.dt_proj.bias,Gradient,5.0,204,7.584276959300041
backbone.layers.23.mixer.dt_proj.bias,Gradient,10.0,409,8.859045644601187
backbone.layers.23.mixer.dt_proj.bias,Gradient,50.0,2048,11.465332552790642
backbone.layers.23.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.23.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.23.mixer.dt_proj.bias,Hybrid,0.1,4,3.031977547953526
backbone.layers.23.mixer.dt_proj.bias,Hybrid,1.0,40,9.759219482541084
backbone.layers.23.mixer.dt_proj.bias,Hybrid,5.0,204,12.44300668934981
backbone.layers.23.mixer.dt_proj.bias,Hybrid,10.0,409,13.172958378990492
backbone.layers.23.mixer.dt_proj.bias,Hybrid,50.0,2048,12.385373815894127
backbone.layers.23.mixer.out_proj.weight,Magnitude,0.001,83,2.8551316869755587
backbone.layers.23.mixer.out_proj.weight,Magnitude,0.01,838,2.852773585667213
backbone.layers.23.mixer.out_proj.weight,Magnitude,0.1,8388,2.8538501374423504
backbone.layers.23.mixer.out_proj.weight,Magnitude,1.0,83886,2.8519639261066914
backbone.layers.23.mixer.out_proj.weight,Magnitude,5.0,419430,2.8593446587522826
backbone.layers.23.mixer.out_proj.weight,Magnitude,10.0,838860,2.876753674199184
backbone.layers.23.mixer.out_proj.weight,Magnitude,50.0,4194304,3.0090740943948426
backbone.layers.23.mixer.out_proj.weight,Gradient,0.001,83,2.8572361456851163
backbone.layers.23.mixer.out_proj.weight,Gradient,0.01,838,2.856282285104195
backbone.layers.23.mixer.out_proj.weight,Gradient,0.1,8388,2.8555273450911045
backbone.layers.23.mixer.out_proj.weight,Gradient,1.0,83886,2.8661506958305836
backbone.layers.23.mixer.out_proj.weight,Gradient,5.0,419430,2.8829918714861074
backbone.layers.23.mixer.out_proj.weight,Gradient,10.0,838860,2.8927942725519338
backbone.layers.23.mixer.out_proj.weight,Gradient,50.0,4194304,2.967598623285691
backbone.layers.23.mixer.out_proj.weight,Hybrid,0.001,83,2.8561985356112323
backbone.layers.23.mixer.out_proj.weight,Hybrid,0.01,838,2.854703675955534
backbone.layers.23.mixer.out_proj.weight,Hybrid,0.1,8388,2.851430987318357
backbone.layers.23.mixer.out_proj.weight,Hybrid,1.0,83886,2.8677003445724645
backbone.layers.23.mixer.out_proj.weight,Hybrid,5.0,419430,2.8859781163434186
backbone.layers.23.mixer.out_proj.weight,Hybrid,10.0,838860,2.9028251680235067
backbone.layers.23.mixer.out_proj.weight,Hybrid,50.0,4194304,3.0096692194541297
backbone.layers.24.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.24.norm.weight,Magnitude,0.1,2,2.8678036158283553
backbone.layers.24.norm.weight,Magnitude,1.0,20,2.8579251977304616
backbone.layers.24.norm.weight,Magnitude,5.0,102,2.8474093340337276
backbone.layers.24.norm.weight,Magnitude,10.0,204,2.844106816997131
backbone.layers.24.norm.weight,Magnitude,50.0,1024,2.8707826361060143
backbone.layers.24.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.24.norm.weight,Gradient,0.1,2,2.9011019356548786
backbone.layers.24.norm.weight,Gradient,1.0,20,2.9066669680178165
backbone.layers.24.norm.weight,Gradient,5.0,102,2.9253461845219135
backbone.layers.24.norm.weight,Gradient,10.0,204,2.921600505709648
backbone.layers.24.norm.weight,Gradient,50.0,1024,3.0496451842288175
backbone.layers.24.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.24.norm.weight,Hybrid,0.1,2,2.8678036158283553
backbone.layers.24.norm.weight,Hybrid,1.0,20,2.9148055352270603
backbone.layers.24.norm.weight,Hybrid,5.0,102,2.9122851490974426
backbone.layers.24.norm.weight,Hybrid,10.0,204,2.9179651414354644
backbone.layers.24.norm.weight,Hybrid,50.0,1024,3.0005022585392
backbone.layers.24.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.mixer.A_log,Magnitude,0.01,6,2.8572418577969074
backbone.layers.24.mixer.A_log,Magnitude,0.1,65,2.878547025223573
backbone.layers.24.mixer.A_log,Magnitude,1.0,655,2.994654425730308
backbone.layers.24.mixer.A_log,Magnitude,5.0,3276,3.526029168317715
backbone.layers.24.mixer.A_log,Magnitude,10.0,6553,4.0384831589957075
backbone.layers.24.mixer.A_log,Magnitude,50.0,32768,5.026489103833835
backbone.layers.24.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.mixer.A_log,Gradient,0.01,6,2.8534595519304276
backbone.layers.24.mixer.A_log,Gradient,0.1,65,2.8826912877460322
backbone.layers.24.mixer.A_log,Gradient,1.0,655,3.1093305175503096
backbone.layers.24.mixer.A_log,Gradient,5.0,3276,3.5092703687647977
backbone.layers.24.mixer.A_log,Gradient,10.0,6553,3.9224009228249392
backbone.layers.24.mixer.A_log,Gradient,50.0,32768,4.908651111026605
backbone.layers.24.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.mixer.A_log,Hybrid,0.01,6,2.8564940268794694
backbone.layers.24.mixer.A_log,Hybrid,0.1,65,2.870148364454508
backbone.layers.24.mixer.A_log,Hybrid,1.0,655,3.000335030257702
backbone.layers.24.mixer.A_log,Hybrid,5.0,3276,3.597690161317587
backbone.layers.24.mixer.A_log,Hybrid,10.0,6553,4.200584267576535
backbone.layers.24.mixer.A_log,Hybrid,50.0,32768,4.994592942297459
backbone.layers.24.mixer.D,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.mixer.D,Magnitude,0.01,0,2.8569481670856476
backbone.layers.24.mixer.D,Magnitude,0.1,4,2.8586034663021564
backbone.layers.24.mixer.D,Magnitude,1.0,40,2.857898355772098
backbone.layers.24.mixer.D,Magnitude,5.0,204,2.8588885689775148
backbone.layers.24.mixer.D,Magnitude,10.0,409,2.851826841632525
backbone.layers.24.mixer.D,Magnitude,50.0,2048,2.876110148926576
backbone.layers.24.mixer.D,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.mixer.D,Gradient,0.01,0,2.8569481670856476
backbone.layers.24.mixer.D,Gradient,0.1,4,2.8570807998379073
backbone.layers.24.mixer.D,Gradient,1.0,40,2.860316247989734
backbone.layers.24.mixer.D,Gradient,5.0,204,2.890110731124878
backbone.layers.24.mixer.D,Gradient,10.0,409,2.890355152388414
backbone.layers.24.mixer.D,Gradient,50.0,2048,2.8838898042837777
backbone.layers.24.mixer.D,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.mixer.D,Hybrid,0.01,0,2.8569481670856476
backbone.layers.24.mixer.D,Hybrid,0.1,4,2.8579972398777804
backbone.layers.24.mixer.D,Hybrid,1.0,40,2.857806734740734
backbone.layers.24.mixer.D,Hybrid,5.0,204,2.858509230117003
backbone.layers.24.mixer.D,Hybrid,10.0,409,2.855018905053536
backbone.layers.24.mixer.D,Hybrid,50.0,2048,2.8748734009762607
backbone.layers.24.mixer.conv1d.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.weight,Magnitude,0.01,1,2.8586310955385366
backbone.layers.24.mixer.conv1d.weight,Magnitude,0.1,16,2.865292971332868
backbone.layers.24.mixer.conv1d.weight,Magnitude,1.0,163,2.91769332314531
backbone.layers.24.mixer.conv1d.weight,Magnitude,5.0,819,2.938333918650945
backbone.layers.24.mixer.conv1d.weight,Magnitude,10.0,1638,2.965809361388286
backbone.layers.24.mixer.conv1d.weight,Magnitude,50.0,8192,3.020583540201187
backbone.layers.24.mixer.conv1d.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.weight,Gradient,0.01,1,2.8571748013297715
backbone.layers.24.mixer.conv1d.weight,Gradient,0.1,16,2.8797678214808307
backbone.layers.24.mixer.conv1d.weight,Gradient,1.0,163,2.887578217933575
backbone.layers.24.mixer.conv1d.weight,Gradient,5.0,819,2.885469408084949
backbone.layers.24.mixer.conv1d.weight,Gradient,10.0,1638,2.9156537416080632
backbone.layers.24.mixer.conv1d.weight,Gradient,50.0,8192,3.0128597219785056
backbone.layers.24.mixer.conv1d.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.weight,Hybrid,0.01,1,2.8571748013297715
backbone.layers.24.mixer.conv1d.weight,Hybrid,0.1,16,2.86936022217075
backbone.layers.24.mixer.conv1d.weight,Hybrid,1.0,163,2.9115979932248592
backbone.layers.24.mixer.conv1d.weight,Hybrid,5.0,819,2.973078147818645
backbone.layers.24.mixer.conv1d.weight,Hybrid,10.0,1638,2.9804390482604504
backbone.layers.24.mixer.conv1d.weight,Hybrid,50.0,8192,3.01938713217775
backbone.layers.24.mixer.conv1d.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Magnitude,0.1,4,2.8514350168406963
backbone.layers.24.mixer.conv1d.bias,Magnitude,1.0,40,2.901439485450586
backbone.layers.24.mixer.conv1d.bias,Magnitude,5.0,204,2.881097376346588
backbone.layers.24.mixer.conv1d.bias,Magnitude,10.0,409,2.898635618388653
backbone.layers.24.mixer.conv1d.bias,Magnitude,50.0,2048,3.0773675379653773
backbone.layers.24.mixer.conv1d.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Gradient,0.1,4,2.857954872151216
backbone.layers.24.mixer.conv1d.bias,Gradient,1.0,40,2.8613692733148732
backbone.layers.24.mixer.conv1d.bias,Gradient,5.0,204,2.8735580928623676
backbone.layers.24.mixer.conv1d.bias,Gradient,10.0,409,2.867699814339479
backbone.layers.24.mixer.conv1d.bias,Gradient,50.0,2048,2.8670022214452424
backbone.layers.24.mixer.conv1d.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.24.mixer.conv1d.bias,Hybrid,0.1,4,2.8498292043805122
backbone.layers.24.mixer.conv1d.bias,Hybrid,1.0,40,2.9024958002070584
backbone.layers.24.mixer.conv1d.bias,Hybrid,5.0,204,2.883234340697527
backbone.layers.24.mixer.conv1d.bias,Hybrid,10.0,409,2.8914472994705043
backbone.layers.24.mixer.conv1d.bias,Hybrid,50.0,2048,3.04088652258118
backbone.layers.24.mixer.in_proj.weight,Magnitude,0.001,167,2.859989508986473
backbone.layers.24.mixer.in_proj.weight,Magnitude,0.01,1677,2.8680485847095647
backbone.layers.24.mixer.in_proj.weight,Magnitude,0.1,16777,2.8673487988611064
backbone.layers.24.mixer.in_proj.weight,Magnitude,1.0,167772,2.8782563731074333
backbone.layers.24.mixer.in_proj.weight,Magnitude,5.0,838860,2.9495356741050878
backbone.layers.24.mixer.in_proj.weight,Magnitude,10.0,1677721,2.9853492664794126
backbone.layers.24.mixer.in_proj.weight,Magnitude,50.0,8388608,3.013132000962893
backbone.layers.24.mixer.in_proj.weight,Gradient,0.001,167,2.8570454195141792
backbone.layers.24.mixer.in_proj.weight,Gradient,0.01,1677,2.8601398083070912
backbone.layers.24.mixer.in_proj.weight,Gradient,0.1,16777,2.8886901885271072
backbone.layers.24.mixer.in_proj.weight,Gradient,1.0,167772,2.8905416118601956
backbone.layers.24.mixer.in_proj.weight,Gradient,5.0,838860,2.9055581986904144
backbone.layers.24.mixer.in_proj.weight,Gradient,10.0,1677721,2.950381384541591
backbone.layers.24.mixer.in_proj.weight,Gradient,50.0,8388608,2.9929577969014645
backbone.layers.24.mixer.in_proj.weight,Hybrid,0.001,167,2.8609041372934976
backbone.layers.24.mixer.in_proj.weight,Hybrid,0.01,1677,2.87286730731527
backbone.layers.24.mixer.in_proj.weight,Hybrid,0.1,16777,2.8739292956888676
backbone.layers.24.mixer.in_proj.weight,Hybrid,1.0,167772,2.8766608349978924
backbone.layers.24.mixer.in_proj.weight,Hybrid,5.0,838860,2.9830145550270877
backbone.layers.24.mixer.in_proj.weight,Hybrid,10.0,1677721,2.9944113890329995
backbone.layers.24.mixer.in_proj.weight,Hybrid,50.0,8388608,3.0409367382526398
backbone.layers.24.mixer.x_proj.weight,Magnitude,0.001,6,2.8554345816373825
backbone.layers.24.mixer.x_proj.weight,Magnitude,0.01,65,2.85537688434124
backbone.layers.24.mixer.x_proj.weight,Magnitude,0.1,655,2.852768568942944
backbone.layers.24.mixer.x_proj.weight,Magnitude,1.0,6553,2.8472337064643702
backbone.layers.24.mixer.x_proj.weight,Magnitude,5.0,32768,2.847244674960772
backbone.layers.24.mixer.x_proj.weight,Magnitude,10.0,65536,2.851415738463402
backbone.layers.24.mixer.x_proj.weight,Magnitude,50.0,327680,3.8752614744007587
backbone.layers.24.mixer.x_proj.weight,Gradient,0.001,6,2.856884694347779
backbone.layers.24.mixer.x_proj.weight,Gradient,0.01,65,2.8568592915932336
backbone.layers.24.mixer.x_proj.weight,Gradient,0.1,655,2.8548948355019093
backbone.layers.24.mixer.x_proj.weight,Gradient,1.0,6553,2.8651451505720615
backbone.layers.24.mixer.x_proj.weight,Gradient,5.0,32768,2.856914566208919
backbone.layers.24.mixer.x_proj.weight,Gradient,10.0,65536,2.853856321424246
backbone.layers.24.mixer.x_proj.weight,Gradient,50.0,327680,3.436166472733021
backbone.layers.24.mixer.x_proj.weight,Hybrid,0.001,6,2.855696582545837
backbone.layers.24.mixer.x_proj.weight,Hybrid,0.01,65,2.8550218480328717
backbone.layers.24.mixer.x_proj.weight,Hybrid,0.1,655,2.8530491876105466
backbone.layers.24.mixer.x_proj.weight,Hybrid,1.0,6553,2.8495777994394302
backbone.layers.24.mixer.x_proj.weight,Hybrid,5.0,32768,2.8490340982874236
backbone.layers.24.mixer.x_proj.weight,Hybrid,10.0,65536,2.8567428402602673
backbone.layers.24.mixer.x_proj.weight,Hybrid,50.0,327680,3.7842923452456794
backbone.layers.24.mixer.dt_proj.weight,Magnitude,0.001,5,2.8571901321411133
backbone.layers.24.mixer.dt_proj.weight,Magnitude,0.01,52,2.85739487161239
backbone.layers.24.mixer.dt_proj.weight,Magnitude,0.1,524,2.8588519046703973
backbone.layers.24.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8729692908624807
backbone.layers.24.mixer.dt_proj.weight,Magnitude,5.0,26214,3.1094410493969917
backbone.layers.24.mixer.dt_proj.weight,Magnitude,10.0,52428,3.30998112882177
backbone.layers.24.mixer.dt_proj.weight,Magnitude,50.0,262144,4.562760355571906
backbone.layers.24.mixer.dt_proj.weight,Gradient,0.001,5,2.855709849546353
backbone.layers.24.mixer.dt_proj.weight,Gradient,0.01,52,2.8566375647981963
backbone.layers.24.mixer.dt_proj.weight,Gradient,0.1,524,2.863579505433639
backbone.layers.24.mixer.dt_proj.weight,Gradient,1.0,5242,2.859629695614179
backbone.layers.24.mixer.dt_proj.weight,Gradient,5.0,26214,2.88687443981568
backbone.layers.24.mixer.dt_proj.weight,Gradient,10.0,52428,3.0079778569440045
backbone.layers.24.mixer.dt_proj.weight,Gradient,50.0,262144,3.9177215235928693
backbone.layers.24.mixer.dt_proj.weight,Hybrid,0.001,5,2.857137524833282
backbone.layers.24.mixer.dt_proj.weight,Hybrid,0.01,52,2.8600821817914643
backbone.layers.24.mixer.dt_proj.weight,Hybrid,0.1,524,2.863845026741425
backbone.layers.24.mixer.dt_proj.weight,Hybrid,1.0,5242,2.8917397608359656
backbone.layers.24.mixer.dt_proj.weight,Hybrid,5.0,26214,3.194087974727154
backbone.layers.24.mixer.dt_proj.weight,Hybrid,10.0,52428,3.4459986574947834
backbone.layers.24.mixer.dt_proj.weight,Hybrid,50.0,262144,4.628704212605953
backbone.layers.24.mixer.dt_proj.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Magnitude,0.1,4,5.159203497072061
backbone.layers.24.mixer.dt_proj.bias,Magnitude,1.0,40,12.89043034116427
backbone.layers.24.mixer.dt_proj.bias,Magnitude,5.0,204,14.762722780307135
backbone.layers.24.mixer.dt_proj.bias,Magnitude,10.0,409,13.117420280973116
backbone.layers.24.mixer.dt_proj.bias,Magnitude,50.0,2048,12.74329469104608
backbone.layers.24.mixer.dt_proj.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Gradient,0.1,4,3.671366530160109
backbone.layers.24.mixer.dt_proj.bias,Gradient,1.0,40,5.074961952865124
backbone.layers.24.mixer.dt_proj.bias,Gradient,5.0,204,7.842167956133683
backbone.layers.24.mixer.dt_proj.bias,Gradient,10.0,409,9.587398990988731
backbone.layers.24.mixer.dt_proj.bias,Gradient,50.0,2048,11.849180887142817
backbone.layers.24.mixer.dt_proj.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.24.mixer.dt_proj.bias,Hybrid,0.1,4,4.034954156726599
backbone.layers.24.mixer.dt_proj.bias,Hybrid,1.0,40,11.64536939561367
backbone.layers.24.mixer.dt_proj.bias,Hybrid,5.0,204,14.600304434696833
backbone.layers.24.mixer.dt_proj.bias,Hybrid,10.0,409,13.285856654246649
backbone.layers.24.mixer.dt_proj.bias,Hybrid,50.0,2048,12.584072604775429
backbone.layers.24.mixer.out_proj.weight,Magnitude,0.001,83,2.855939401934544
backbone.layers.24.mixer.out_proj.weight,Magnitude,0.01,838,2.8533697612583637
backbone.layers.24.mixer.out_proj.weight,Magnitude,0.1,8388,2.852007965246836
backbone.layers.24.mixer.out_proj.weight,Magnitude,1.0,83886,2.846917857726415
backbone.layers.24.mixer.out_proj.weight,Magnitude,5.0,419430,2.8711139895021915
backbone.layers.24.mixer.out_proj.weight,Magnitude,10.0,838860,2.8864907001455626
backbone.layers.24.mixer.out_proj.weight,Magnitude,50.0,4194304,2.982891194522381
backbone.layers.24.mixer.out_proj.weight,Gradient,0.001,83,2.8568067215383053
backbone.layers.24.mixer.out_proj.weight,Gradient,0.01,838,2.8577927400668464
backbone.layers.24.mixer.out_proj.weight,Gradient,0.1,8388,2.85299322505792
backbone.layers.24.mixer.out_proj.weight,Gradient,1.0,83886,2.8632951341569424
backbone.layers.24.mixer.out_proj.weight,Gradient,5.0,419430,2.887445113311211
backbone.layers.24.mixer.out_proj.weight,Gradient,10.0,838860,2.8850216306746006
backbone.layers.24.mixer.out_proj.weight,Gradient,50.0,4194304,2.9259527822335563
backbone.layers.24.mixer.out_proj.weight,Hybrid,0.001,83,2.857481331874927
backbone.layers.24.mixer.out_proj.weight,Hybrid,0.01,838,2.8566896195213
backbone.layers.24.mixer.out_proj.weight,Hybrid,0.1,8388,2.8518357699116073
backbone.layers.24.mixer.out_proj.weight,Hybrid,1.0,83886,2.848468340933323
backbone.layers.24.mixer.out_proj.weight,Hybrid,5.0,419430,2.872350051999092
backbone.layers.24.mixer.out_proj.weight,Hybrid,10.0,838860,2.884307235479355
backbone.layers.24.mixer.out_proj.weight,Hybrid,50.0,4194304,2.9835606502989926
backbone.layers.25.norm.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.25.norm.weight,Magnitude,0.01,0,2.8569481670856476
backbone.layers.25.norm.weight,Magnitude,0.1,2,2.8625694600244365
backbone.layers.25.norm.weight,Magnitude,1.0,20,2.8510760565598807
backbone.layers.25.norm.weight,Magnitude,5.0,102,2.8557812136908374
backbone.layers.25.norm.weight,Magnitude,10.0,204,2.8552089321116605
backbone.layers.25.norm.weight,Magnitude,50.0,1024,2.8881372225781283
backbone.layers.25.norm.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.25.norm.weight,Gradient,0.01,0,2.8569481670856476
backbone.layers.25.norm.weight,Gradient,0.1,2,2.8659254610538483
backbone.layers.25.norm.weight,Gradient,1.0,20,2.872136170665423
backbone.layers.25.norm.weight,Gradient,5.0,102,2.9175070400039353
backbone.layers.25.norm.weight,Gradient,10.0,204,2.9244573463996253
backbone.layers.25.norm.weight,Gradient,50.0,1024,3.109037172049284
backbone.layers.25.norm.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.25.norm.weight,Hybrid,0.01,0,2.8569481670856476
backbone.layers.25.norm.weight,Hybrid,0.1,2,2.8944140610595546
backbone.layers.25.norm.weight,Hybrid,1.0,20,2.8956857435405254
backbone.layers.25.norm.weight,Hybrid,5.0,102,2.9097730281452336
backbone.layers.25.norm.weight,Hybrid,10.0,204,2.9331568740308285
backbone.layers.25.norm.weight,Hybrid,50.0,1024,3.073925701280435
backbone.layers.25.mixer.A_log,Magnitude,0.001,0,2.8569481670856476
backbone.layers.25.mixer.A_log,Magnitude,0.01,6,2.857492361217737
backbone.layers.25.mixer.A_log,Magnitude,0.1,65,2.8646106235682964
backbone.layers.25.mixer.A_log,Magnitude,1.0,655,3.369167737662792
backbone.layers.25.mixer.A_log,Magnitude,5.0,3276,4.611591038604577
backbone.layers.25.mixer.A_log,Magnitude,10.0,6553,5.045533190170924
backbone.layers.25.mixer.A_log,Magnitude,50.0,32768,5.45148736735185
backbone.layers.25.mixer.A_log,Gradient,0.001,0,2.8569481670856476
backbone.layers.25.mixer.A_log,Gradient,0.01,6,2.857355276743571
backbone.layers.25.mixer.A_log,Gradient,0.1,65,3.1100620913008847
backbone.layers.25.mixer.A_log,Gradient,1.0,655,3.9131160291532674
backbone.layers.25.mixer.A_log,Gradient,5.0,3276,4.459367896119754
backbone.layers.25.mixer.A_log,Gradient,10.0,6553,4.935451654096444
backbone.layers.25.mixer.A_log,Gradient,50.0,32768,5.251443689068158
backbone.layers.25.mixer.A_log,Hybrid,0.001,0,2.8569481670856476
backbone.layers.25.mixer.A_log,Hybrid,0.01,6,2.8570266688863435
backbone.layers.25.mixer.A_log,Hybrid,0.1,65,2.864324439316988
backbone.layers.25.mixer.A_log,Hybrid,1.0,655,3.3609087069829306
backbone.layers.25.mixer.A_log,Hybrid,5.0,3276,4.727880281706651
backbone.layers.25.mixer.A_log,Hybrid,10.0,6553,5.190628824134667
backbone.layers.25.mixer.A_log,Hybrid,50.0,32768,5.373096307118733
backbone.layers.25.mixer.D,Magnitude,0.001,0,2.8569481670856476
backbone.layers.25.mixer.D,Magnitude,0.01,0,2.8569481670856476
backbone.layers.25.mixer.D,Magnitude,0.1,4,2.856812490771214
backbone.layers.25.mixer.D,Magnitude,1.0,40,2.858702818552653
backbone.layers.25.mixer.D,Magnitude,5.0,204,2.860194963713487
backbone.layers.25.mixer.D,Magnitude,10.0,409,2.866326286147038
backbone.layers.25.mixer.D,Magnitude,50.0,2048,2.8552684051295123
backbone.layers.25.mixer.D,Gradient,0.001,0,2.8569481670856476
backbone.layers.25.mixer.D,Gradient,0.01,0,2.8569481670856476
backbone.layers.25.mixer.D,Gradient,0.1,4,2.8552499897778034
backbone.layers.25.mixer.D,Gradient,1.0,40,2.859462638696035
backbone.layers.25.mixer.D,Gradient,5.0,204,2.8525262996554375
backbone.layers.25.mixer.D,Gradient,10.0,409,2.8488102704286575
backbone.layers.25.mixer.D,Gradient,50.0,2048,2.8478886745870113
backbone.layers.25.mixer.D,Hybrid,0.001,0,2.8569481670856476
backbone.layers.25.mixer.D,Hybrid,0.01,0,2.8569481670856476
backbone.layers.25.mixer.D,Hybrid,0.1,4,2.8574338319400945
backbone.layers.25.mixer.D,Hybrid,1.0,40,2.8532105162739754
backbone.layers.25.mixer.D,Hybrid,5.0,204,2.8586558289825916
backbone.layers.25.mixer.D,Hybrid,10.0,409,2.8656215046842894
backbone.layers.25.mixer.D,Hybrid,50.0,2048,2.8558594274024167
backbone.layers.25.mixer.conv1d.weight,Magnitude,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.weight,Magnitude,0.01,1,2.8563744885226092
backbone.layers.25.mixer.conv1d.weight,Magnitude,0.1,16,2.8579164470235505
backbone.layers.25.mixer.conv1d.weight,Magnitude,1.0,163,2.8552037427822747
backbone.layers.25.mixer.conv1d.weight,Magnitude,5.0,819,2.8649478256702423
backbone.layers.25.mixer.conv1d.weight,Magnitude,10.0,1638,2.9023958779871464
backbone.layers.25.mixer.conv1d.weight,Magnitude,50.0,8192,3.3072344015041986
backbone.layers.25.mixer.conv1d.weight,Gradient,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.weight,Gradient,0.01,1,2.8568812931577363
backbone.layers.25.mixer.conv1d.weight,Gradient,0.1,16,2.8555255892376104
backbone.layers.25.mixer.conv1d.weight,Gradient,1.0,163,2.8794107337792716
backbone.layers.25.mixer.conv1d.weight,Gradient,5.0,819,2.966602669407924
backbone.layers.25.mixer.conv1d.weight,Gradient,10.0,1638,2.9950759584705033
backbone.layers.25.mixer.conv1d.weight,Gradient,50.0,8192,3.2017584505180516
backbone.layers.25.mixer.conv1d.weight,Hybrid,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.weight,Hybrid,0.01,1,2.857598709563414
backbone.layers.25.mixer.conv1d.weight,Hybrid,0.1,16,2.8532614335417747
backbone.layers.25.mixer.conv1d.weight,Hybrid,1.0,163,2.8649190813302994
backbone.layers.25.mixer.conv1d.weight,Hybrid,5.0,819,3.013134383906921
backbone.layers.25.mixer.conv1d.weight,Hybrid,10.0,1638,3.0500454207261405
backbone.layers.25.mixer.conv1d.weight,Hybrid,50.0,8192,3.3063101582229137
backbone.layers.25.mixer.conv1d.bias,Magnitude,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Magnitude,0.01,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Magnitude,0.1,4,2.8529923309882483
backbone.layers.25.mixer.conv1d.bias,Magnitude,1.0,40,2.9527211214105287
backbone.layers.25.mixer.conv1d.bias,Magnitude,5.0,204,2.879670006533464
backbone.layers.25.mixer.conv1d.bias,Magnitude,10.0,409,2.9235741458833218
backbone.layers.25.mixer.conv1d.bias,Magnitude,50.0,2048,3.47147136926651
backbone.layers.25.mixer.conv1d.bias,Gradient,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Gradient,0.01,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Gradient,0.1,4,2.951295766979456
backbone.layers.25.mixer.conv1d.bias,Gradient,1.0,40,2.9196775667369366
backbone.layers.25.mixer.conv1d.bias,Gradient,5.0,204,2.8965909592807293
backbone.layers.25.mixer.conv1d.bias,Gradient,10.0,409,2.8873414459327855
backbone.layers.25.mixer.conv1d.bias,Gradient,50.0,2048,2.9009527191519737
backbone.layers.25.mixer.conv1d.bias,Hybrid,0.001,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Hybrid,0.01,0,2.8569481670856476
backbone.layers.25.mixer.conv1d.bias,Hybrid,0.1,4,2.930227608730396
backbone.layers.25.mixer.conv1d.bias,Hybrid,1.0,40,2.9467723121245704
